"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"211967","Red","Maison Roche de Bellene 2015  Clos de la Roche","France","300","96","This grand cru in the village of Morey-Saint-Denis is grandiose, packed with tannins and fruit, powered by both acidity and swathes of rich black cherries. Both juicy and densely structured, it will be impressive as it ages. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/maison-roche-de-bellene-2015-clos-de-la-roche-279000/"
"211968","White","Fritz Haag 2016 Brauneberger Juffer Sonnenuhr Auslese Goldkap Grosse Lage Riesling (Mosel)","Germany","50","95","Profound mineral notes of crushed slate and river rocks differentiate this goldkap bottling from the producer's regular labels. Fleshy white peach and yellow cherry flavors are sweet and plump, but cast in breathtaking layers of shimmering minerality. Electric acidity pierces through a long finish. Although it's a stunner already, it will improve well through 2030 and likely beyond.","2016","Mosel","Riesling","https://www.winemag.com/buying-guide/fritz-haag-2016-brauneberger-juffer-sonnenuhr-auslese-goldkap-grosse-lage-riesling-mosel/"
"211969","White","Dr. Loosen 2015 Erdener Prälat Alte Reben GG Dry Riesling (Mosel)","Germany","95","95","Luscious notes of pink grapefruit and greengage plum are ripe yet keenly balanced in this invigorating dry Riesling. It's buoyantly fruity and forward now, but nuances of candle wax, spice and sun-baked clay predict even greater depth to come. Beautiful already but likely to intensify further from 2020–2025.","2015","Mosel","Riesling","https://www.winemag.com/buying-guide/dr-loosen-2015-erdener-pralat-alte-reben-gg-dry-riesling-mosel/"
"211970","Red","Château Branaire-Ducru 2015  Saint-Julien","France","52","95","This family-owned estate has produced a structured and dark wine with great concentration balanced by acidity and pure, creamy fruit. It is a wine with a good future. The aftertaste leaves juicy acidity and firm tannins. Drink from 2025.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-branaire-ducru-2015-saint-julien-279161/"
"211971","Red","Brick House 2015 Les Dijonnais Pinot Noir (Ribbon Ridge)","US","52","95","It's difficult to pick a favorite out of the marvelous Brick House 2015s, but this is it. Native yeasts, biodynamic farming and minimal handling all contribute to an old-school method, though it's a cutting edge wine. From the opening aroma, the complexities compound, offering pepper, spice, cranberry, candied rose petal, red berry and cherry notes. Simply a stunning value.","2015","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/brick-house-2015-les-dijonnais-pinot-noir-ribbon-ridge/"
"211996","Red","Maison Roche de Bellene 2015 Les Beaux Monts Premier Cru  (Vosne-Romanée)","France","178","95","This rich, sumptuous wine is both structured and generous. Bold red fruits give it weight, concentration and a good balance between acidity and ripe richness. It comes from a vineyard close to some of the greatest Burgundy grand crus, which explains the wine's structure and potential. Drink from 2022.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/maison-roche-de-bellene-2015-les-beaux-monts-premier-cru-vosne-romanee-279003/"
"211997","Red","Westwood 2015 Wendling Vineyard Pinot Noir (Anderson Valley)","US","72","95","This first effort by Westwood from an Anderson Valley vineyard favored by Copain and Littorai is a stunner. A deft touch of spicy oak lifts the aroma, and meets compelling, intricate notes of red and black cherry, rhubarb and mushroom on the palate. This elegant, memorable wine has great structure due to firm acidity and lightly gripping tannins, which surround and support the wonderful, exotic and complex flavors. Best after 2020.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/westwood-2015-wendling-vineyard-pinot-noir-anderson-valley/"
"211998","White","Domaine Serene 2015 Clos de Lune Vineyard Chardonnay (Dundee Hills)","US","75","96","This wine's lip-smacking peach and apricot flavors are slathered with buttery toast notes, yet kept lively by vibrant acidity. Despite the almost decadent flavors, it maintains its precision through a stunningly long finish and gets even better with aeration. Drink now through 2028.","2015","Oregon","Chardonnay","https://www.winemag.com/buying-guide/domaine-serene-2015-clos-de-lune-vineyard-chardonnay-dundee-hills/"
"211999","Red","Château Kirwan 2015  Margaux","France","41","96","This rich wine is full of fruit and structured with layers of tannin. It's also stylish and elegant, with a suave texture that is already attractive. Black fruits mix with the structure to give a wine that will age well. Drink from 2026.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-kirwan-2015-margaux-279148/"
"212000","Red","Alpha Omega 2013 Sunshine Valley Vineyard Cabernet Sauvignon (Oak Knoll District)","US","225","96","This is a firm wine, bombastic in tannin structure and oak, with a nuanced hint of noble reduction. Youthfully grippy in a thicket of tar, it bristles in black currant, black cherry and sage, dusted in mountain rock, black pepper and a delightful sniff of violet. Entirely barrel-fermented, it should do well in time, enjoyed best from 2023 through 2033 and quite possibly beyond.","2013","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/alpha-omega-2013-sunshine-valley-vineyard-cabernet-sauvignon-oak-knoll-district-278952/"
"212001","Red","Maison Roche de Bellene 2015  Corton","France","124","96","Vineyards on the hill of Corton are the source for this concentrated wine. The 30-year-old vines give density while also providing great fruit and juiciness. It is an impressive wine, richly endowed with black fruits and layers of dark tannins. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/maison-roche-de-bellene-2015-corton-279001/"
"212002","White","96pointsPieropan 2015 Calvarino  (Soave Classico)Cellar Selection","Italy","31","96","Always one of Italy's premier white wines, Pieropan's gorgeous 2015 Calvarino sets a new benchmark. Opening with heady aromas of white spring wildflower, citrus blossom, aromatic herb and crushed rock, the savory palate delivers layers of lemon drop, ripe apple, juicy pear and tangy mineral notes. It's concentrated yet elegant and thoroughly delicious. Drink through 2025.","2015","Veneto","White Blend","https://www.winemag.com/buying-guide/pieropan-2015-calvarino-soave-classico-278843/"
"212003","Red","Passopisciaro 2014 Contrada S Nerello Mascalese (Terre Siciliane)","Italy","70","96","Compelling scents of ripe berry, rose petal, exotic spice and a balsamic note of eucalyptus fuse together on this fragrant wine. Structured and loaded with finesse, the concentrated, silky palate delivers juicy red cherry, crushed raspberry, cinnamon and licorice while ultrarefined tannins and fresh acidity lend seamless support. Thanks to the smooth texture and mouthwatering fruit, you won't detect the 15% abv. Drink through 2029.","2014","Sicily &amp; Sardinia","Nerello Mascalese","https://www.winemag.com/buying-guide/passopisciaro-2014-contrada-s-nerello-mascalese-terre-siciliane/"
"212004","Red","Calluna 2014 The Colonel's Vineyard Cabernet Sauvignon (Chalk Hill)","US","70","96","This is from a small block of the proprietor's vineyard and made entirely from one variety. It's gorgeous and perfumed, grippy and hugely structured, with a bright exuberantly complex midpalate of intriguing plum and peppery clove. Gentle and balanced, it's enjoyable now, but will also age. Enjoy best 2024 through 2034.","2014","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/calluna-2014-the-colonels-vineyard-cabernet-sauvignon-chalk-hill/"
"212005","Red","96pointsLouis Jadot 2015  Corton-PougetsCellar Selection","France","115","96","Powerful and structured, this opulent wine from a grand cru that makes up over half the vineyards in Aloxe-Corton boasts succulent fruit and dense tannins. It has power and structure, with a strong mineral texture that's still bursting with youthful fruit. Hold until 2025 for added depth and character.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/louis-jadot-2015-corton-pougets-278733/"
"212006","Red","Château Léoville Poyferré 2015  Saint-Julien","France",NULL,"96","Following the style that this estate has now adopted, this is an ultrarich, concentrated wine. However its acidity and bright black-currant fruits contrast well with this solid base. Drink this impressive wine from 2026.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-leoville-poyferre-2015-saint-julien-279168/"
"212007","Red","Château Brane-Cantenac 2015  Margaux","France",NULL,"96","Rich, fruity and with great potential, this ripe wine is also dense with firm tannins. Its juicy fruits are a part of a package with the concentrated tannins and smoky wood flavors that allow for long aging. This is an impressive wine from one of the Margaux properties owned by the Lurton family. Drink from 2025.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-brane-cantenac-2015-margaux-279156/"
"212022","Red","Passopisciaro 2014 Contrada G Nerello Mascalese (Terre Siciliane)","Italy","75","97","Incredibly fragrant, this presents an alluring bouquet of dark-skinned berry, cake spice, blue flower, underbrush, crushed rock, exotic spice, spirit-soaked berry and balsamic notes. A combination of finesse and strength, it doles out juicy raspberry, Marasca cherry, licorice and baking spice alongside rounded, velvety tannins that give a smooth texture. It's a compelling wine. Drink through 2029.","2014","Sicily &amp; Sardinia","Nerello Mascalese","https://www.winemag.com/buying-guide/passopisciaro-2014-contrada-g-nerello-mascalese-terre-siciliane-279102/"
"212023","Red","Château Canon 2015  Saint-Émilion","France","190","97","This estate, now performing on top form, has produced a rich, dense wine. Swathes of black fruits underline the generous structure and intensity. At first taste, the tannins are soft but that turns out to be an illusion. The tannins are just richly cushioned within the beautiful fruit. Drink from 2024.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-canon-2015-saint-emilion-279138/"
"212024","Red","Maison Roche de Bellene 2015  Charmes-Chambertin","France","314","97","From one of the series of grand vineyards that line the slope of Gevrey-Chambertin, this powerful and dense wine is packed with tannins as well as beautiful fruit. Its red fruit flavors are supported by a solid structured and concentrated tannins. Despite this power, the wine is stylish, striking a fine balance between structure and fruit. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/maison-roche-de-bellene-2015-charmes-chambertin-278998/"
"212025","Red","Passopisciaro 2014 Contrada R Nerello Mascalese (Terre Siciliane)","Italy","90","97","Aromas of strawberry, Mediterranean brush, blue flower, eucalyptus and a hint of new leather carry over to the radiant, elegantly structured palate along with red cherry and licorice. It's gorgeous, vibrant and almost ethereal, with weightless finesse and ultrafine tannins. Drink through 2026.","2014","Sicily &amp; Sardinia","Nerello Mascalese","https://www.winemag.com/buying-guide/passopisciaro-2014-contrada-r-nerello-mascalese-terre-siciliane/"
"212026","Red","Château Giscours 2015  Margaux","France",NULL,"97","This firm wine shows the tannic side of the vintage. Those tannins are dusty, enriched with black-currant fruits and a dense backdrop. The wine is concentrated and elegant, very ageworthy and not likely to be ready before 2025.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-giscours-2015-margaux-279151/"
"212027","Red","Patz &amp; Hall 2015 Chenoweth Ranch Pinot Noir (Russian River Valley)","US","60","97","A bright wave of spicy sarsaparilla rides alongside crunchy, vibrant tones of crisp red cherry, pomegranate and dried herbs in this impressive, well-balanced wine from a tremendous site. Medium bodied, it shows grace and strength in equal measure for superb overall balance.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/patz-hall-2015-chenoweth-ranch-pinot-noir-russian-river-valley/"
"212028","White","Louis Jadot 2015 Les Demoiselles  (Chevalier-Montrachet)","France","475","97","This is a sumptuous wine as befits a Chardonnay from one of the great white Grand Crus. Intense acidity is spiced by the new-wood aging. A strongly mineral character also marks this powerful wine with generous white and yellow fruits and a zesty, tangy aftertaste. It has a great future. Drink from 2025.","2015","Burgundy","Chardonnay","https://www.winemag.com/buying-guide/louis-jadot-2015-les-demoiselles-chevalier-montrachet-278726/"
"212029","Red","Château Durfort-Vivens 2015  Margaux","France",NULL,"97","Initially firm and dry, this wine blossoms quickly with its delicious fruit and penetrating acidity. Fine tannins sustain this black-currant and berry fruit along with the complex texture and structure. Produced from biodynamic grapes, the wine has great potential. Drink from 2026.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-durfort-vivens-2015-margaux-279154/"
"212030","Red","Château Léoville Barton 2015  Saint-Julien","France",NULL,"97","Rich, generous and elegant, this is a very dense wine but with great black fruits to balance this structure. The elements are already coming together to create another great wine from this property. Drink from 2026.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-leoville-barton-2015-saint-julien-279167/"
"212031","Red","Louis Jadot 2015  Chapelle-Chambertin","France","240","97","Produced from vines owned by Louis Jadot, this wine, like all the grand crus in Gevry-Chambertin comes from a vineyard halfway up the slope behind the village. It has the proper structure, but such is the richness of this vintage, the fruit is already sumptuous, full of ripe cherry and berry flavors. At the same time, it is elegant and with such as stylish, smart aftertaste. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/louis-jadot-2015-chapelle-chambertin-278725/"
"212032","Red","Louis Jadot 2015  Clos de la Roche","France","330","98","This grand vineyard is one of the jewels of Morey Saint-Denis. The structure and density behind this vintage of the wine is generously impressive, with a dark, dry core and fine tannins. To balance this, the wine has weight, opulent fruit and acidity. The result, as it matures, will be a major wine that will age for many years. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/louis-jadot-2015-clos-de-la-roche-278730/"
"212033","Red","Château Pichon Longueville 2015  Pauillac","France","137","98","This is one of the great successes of this vintage. It is generous and rich while also solid and structured. The combination of the essence of black currant and the elegant tannic structure are superb. This is a wine for serious aging and the wine should not be broached before 2026.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-pichon-longueville-2015-pauillac-279176/"
"212034","Red","Alpha Omega 2013 Beckstoffer Missouri Hopper Cabernet Sauvignon (Oakville)","US","225","98","Luxurious in brick, clove and a wealth of black-cherry pie, this is a beautiful succulent wine from the well-farmed site, silky in texture and integrated seamlessly with desirable oak. Saddle leather and black pepper dot the midpalate as a tangle of acidity weaves through, adding freshness and vibrancy. Cellar through 2033.","2013","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/alpha-omega-2013-beckstoffer-missouri-hopper-cabernet-sauvignon-oakville-279508/"
"212195","Red","Brewer-Clifton 2015 Acin Pinot Noir (Sta. Rita Hills)","US","80","95","Explosive floral and fruit aromas leap from the glass in this brilliant bottling, which is bursting with plump red cherry, bundles of rose petals and just a touch of green peppercorn to keep it herbally intriguing. Lively and fresh on the palate, that deep pomegranate and Montmorency cherry picks up an herbally laced line of thyme, oregano, white sage, green cardamom and white pepper.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/brewer-clifton-2015-acin-pinot-noir-sta-rita-hills/"
"212420","Red","Star Lane Vineyard 2013 Astral Cabernet Sauvignon (Happy Canyon of Santa Barbara)","US","120","95","The deft hand of winemaker Tyler Thomas, who was hired in 2014 but blended this vintage, already shows in this bottling, which shows aromas of black currant, asphalt, spice cake, lava rocks, loam and a touch of tart black plum skin. The palate is peppery and herbally laced with bay, oregano and crushed pencil flavors, with tense but approachable tannins. Drink now through 2023.","2013","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/star-lane-vineyard-2013-astral-cabernet-sauvignon-happy-canyon-of-santa-barbara/"
"212421","Red","Shea 2015 Block 23 Pinot Noir (Willamette Valley)","US","66","95","Like the North Block designate, this too is made from 100% Pommard clone. Here, the fruit expression is more lush and full bodied, the blackberry, black cherry, mocha, char and espresso flavors carving deeply into the palate. It's a dense, powerful wine that's beautiful now but structured to age. Enjoy it through the next decade.","2015","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/shea-2015-block-23-pinot-noir-willamette-valley/"
"212422","Red","Robert Mondavi 2014 To Kalon Vineyard The Reserve Cabernet Sauvignon (Napa Valley)","US","173","95","This is made from a majority of Cabernet Sauvignon from the famous historic site, with 6% Cabernet Franc and 1% Petit Verdot. It startles in beauty and grace, with plenty of power and concentration. It's a charismatic wine, bright in red currant and black cherry and a soft, supple texture that holds an underlying grip and toasty oak spice.","2014","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/robert-mondavi-2014-to-kalon-vineyard-the-reserve-cabernet-sauvignon-napa-valley/"
"212423","Red","Penfolds 2013 Grange Shiraz (South Australia)","Australia","897","95","Penfold's latest Grange release delivers all of the power, rich fruit and toasty oak Australia's most famous wine is noted for. It is incredibly beguiling though, even in its infancy. Autumnal notes of dried leaves, flowers, sap and dark berries abound, with a raw meat and miso savoriness. The power on the palate is balanced by ultrafine tannins and a finesse that makes this drinkable now with plenty of time in decanter and paired alongside roast lamb, beef, or something equally hearty. Still, it'd be a shame not to cellar for at least the next five years. Revisit in 7, 15, or 30 years.","2013","South Australia","Shiraz","https://www.winemag.com/buying-guide/penfolds-2013-grange-shiraz-south-australia/"
"212424","Red","Gary Farrell 2015 Toboni Vineyard Pinot Noir (Russian River Valley)","US","55","95","From a vineyard site in what is known as the reasonably cool Santa Rosa Plain, this is a spicy, oaky and richly concentrated wine. Pomegranate, bay leaf and cardamom flavors are focused, grounded by abundant notes of tart cranberry and strawberry. The mouthfeel is silky, while an herbal underbelly and lingering clove flavor persists through the finish.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/gary-farrell-2015-toboni-vineyard-pinot-noir-russian-river-valley/"
"212425","White","Fritz Haag 2016 Brauneberger Juffer Auslese Goldkap Grosse Lage Riesling (Mosel)","Germany","40","95","Pronounced smoke and earth tones lend savory, shadowy nuances to this luminous, sunny auslese. It's lacy and spry in mouthfeel yet richly concentrated in sweet-tart tangerine, Meyer lemon and red apple flavors. Dazzling acidity pierces through a long, lingering finish and foretells a long, illustrious transformation for this wine as it melds and deepens in complexity.","2016","Mosel","Riesling","https://www.winemag.com/buying-guide/fritz-haag-2016-brauneberger-juffer-auslese-goldkap-grosse-lage-riesling-mosel/"
"212426","White","Dr. Loosen 2015 Wehlener Sonnenuhr GG Alte Reben Dry Riesling (Mosel)","Germany","54","95","While subdued on the nose, there's intensity and persistence to be found in this deeply concentrated dry Riesling. White grapefruit and peach flavors are cutting and fresh, edged by layers of slate and crushed mineral. Electric acidity reverberates through a long finish. Hold until 2020, though it's bound to keep improving for years beyond.","2015","Mosel","Riesling","https://www.winemag.com/buying-guide/dr-loosen-2015-wehlener-sonnenuhr-gg-alte-reben-dry-riesling-mosel/"
"212440","Red","Domaine de Bellene 2015 Cuvée du Cinquantenaire Vieilles Vignes Premier Cru  (Beaune)","France","100","95","This is a blend from five different premier crus in Beaune to celebrate 50 years of winemaking in Burgundy by the Potel family. Its structure is firm, although the wine itself is succulent and juicy, with a good balance between the acidity and red fruit flavors. Solid tannins back up the dense fruit to give a rich, impressive wine that needs time. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/domaine-de-bellene-2015-cuvee-du-cinquantenaire-vieilles-vignes-premier-cru-beaune/"
"212441","Red","Château Prieuré-Lichine 2015  Margaux","France","41","95","This is a perfumed wine, rich in black currants and acidity as well as firm tannins. It is concentrated and dense while also elegant. The aftertaste boosts the ripe fruit and balanced acidity. Drink from 2025.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-prieure-lichine-2015-margaux-279142/"
"212442","Red","Brewer-Clifton 2015 Machado Pinot Noir (Sta. Rita Hills)","US","90","95","The stunning aromatic profile on this bottling compellingly combines candied fruit with the lift of crushed herbs, while blending cherry and grenadine with mint, bay leaf, a hint of green olive and a touch of crushed gravel on the nose. That lovable core of plush red fruits rides tight tannins on the palate, where bay leaf, thyme and green peppercorn flavors complete the sip.","2015","California","Pinot Noir","https://www.winemag.com/buying-guide/brewer-clifton-2015-machado-pinot-noir-sta-rita-hills/"
"212443","Red","Hervé Kerlann 2015 Les Borniques Premier Cru  (Chambolle-Musigny)","France","130","95","This dense wine is full of ripe red fruits. Tannins give structure but the main thrust of this rich wine is the sumptuous fruit. The wine is juicy, cut with bright acidity and will be delicious when it matures. Drink from 2024.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/herve-kerlann-2015-les-borniques-premier-cru-chambolle-musigny-278645/"
"212444","Red","Domaines Devillard 2015 Domaine des Perdrix Les Terres Blanches Premier Cru  (Nuits-St.-Georges)","France","115","95","This rich, ripe and structured wine is dense with solid tannins. It is also full of generous cherry and berry fruits that make a great counterpoint to the dry core. These two elements promise well for the future. Drink this wine from 2023.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/domaines-devillard-2015-domaine-des-perdrix-les-terres-blanches-premier-cru-nuits-st-georges-278622/"
"212445","Red","Domaine Serene 2014 Abbey Oaks Vineyard Pinot Noir (Yamhill-Carlton)","US","90","95","This is the winery's only non-Dundee Hills bottling, and it brings aromatic notes of earthy stem, leaf and barrel. It's richly layered in red and black fruit, with plum, cherry, pipe tobacco and black tea notes accenting the complex, dark and deep palate. Even in the extraordinary Domaine Serene lineup, this wine overdelivers.","2014","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/domaine-serene-2014-abbey-oaks-vineyard-pinot-noir/"
"212446","White","Domaine Maillard 2014  Corton","France","100","95","Intense and ripe, this powerful wine is concentrated and packed with both fruit and texture. The wood aging has been well judged to give some spice and ginger flavors that will become more integrated over the next few months. Then the wine will develop slowly and majestically, probably being ready to drink from 2023.","2014","Burgundy","Chardonnay","https://www.winemag.com/buying-guide/domaine-maillard-2014-corton-279078/"
"212447","Red","Davies Vineyard 2014 Red Cap Vineyard Cabernet Sauvignon (Howell Mountain)","US","90","95","This is an expansively rich, generous vineyard-designate from the high-elevation appellation. A wealth of plum, cherry, cassis and cola spice mingle effortlessly around a core of integrated tannin and oak, with handfuls of welcome floral aromas and spicy black pepper.","2014","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/davies-vineyard-2014-red-cap-vineyard-cabernet-sauvignon-howell-mountain/"
"212448","Red","Château Langoa Barton 2015  Saint-Julien","France","44","95","Sometimes seen as the junior of the two properties owned by the Barton family in Saint-Julien, this is an impressive estate in its own right, especially in this superripe, smoothly rich wine. Tannins are well wrapped in the generous structure and fruits. Drink from 2025.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-langoa-barton-2015-saint-julien-279166/"
"212449","Red","Château Beychevelle 2015  Saint-Julien","France","74","95","This elegant estate, with its views down to the Gironde estuary, has produced an excellent 2015. It is properly firm with tannins although this structure is well balanced with the ripe, stylish black-currant fruits and acidity. A juicy finish bodes well for the future. Drink this generous wine from 2025.","2015","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-beychevelle-2015-saint-julien-279160/"
"211973","Red","Calluna 2014 Estate Red (Chalk Hill)","US","75","95","This expertly blends a majority of Cabernet Sauvignon with smaller amounts of Cabernet Franc, Merlot, Petit Verdot and Malbec, in that order. Grippy, it's quite savory, highlighted in cedar and pencil shavings that dot a sublime, supple core of tannin, seasoned in dried herb.","2014","California","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/calluna-2014-estate-red-chalk-hill/"
"211974","Red","Bouchard Père &amp; Fils 2015 Les Suchots Premier Cru  (Vosne-Romanée)","France","182","95","This wine has the structure that is a part of a fine Vosne-Romanée. Its dense texture is balanced by the great red fruit and good acidity. Of course, the wine is still so young, its fruit still crisp and not yet mellow. Wait until 2026 to drink this impressive wine.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/bouchard-pere-fils-2015-les-suchots-premier-cru-vosne-romanee-278542/"
"211975","Red","Alpha Omega 2013 Beckstoffer Dr. Crane Cabernet Sauvignon (St. Helena)","US","225","95","This is a powerfully tannic and oaky wine from a warm site and a warm vintage that doesn't deny its ripeness and concentration of flavor. Clove, red currant and pencil shavings wrap around a gravelly core of midpalate weight and power, as specks of dust and pepper reveal themselves on the lengthy finish.","2013","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/alpha-omega-2013-beckstoffer-dr-crane-cabernet-sauvignon-st-helena-279511/"
"211976","Red","Tornatore 2015 Pietrarizzo Rosso  (Etna)","Italy","50","95","Red berry, crushed violet, dried herb and dark spice aromas take center stage along with whiffs of balsamic and menthol. The elegantly structured, juicy palate delivers crushed raspberry, ripe Marasca cherry, licorice and white pepper alongside smooth, polished tannins. A mineral note energizes the finish.","2015","Sicily &amp; Sardinia","Nerello Mascalese","https://www.winemag.com/buying-guide/tornatore-2015-pietrarizzo-rosso-etna/"
"211977","Red","Tenuta delle Terre Nere 2015 Rosso  (Etna)","Italy","45","95","Aromas of raspberry jam, Mediterranean scrub, menthol and a whiff of exotic spice lead the nose on this beautiful red. Concentrated but also boasting finesse, the juicy palate delivers black cherry, blackberry, licorice, clove, and crushed herb alongside firm, ultrafine tannins.","2015","Sicily &amp; Sardinia","Nerello Mascalese","https://www.winemag.com/buying-guide/tenuta-delle-terre-nere-2015-rosso-etna/"
"211978","White","Robert Weil 2016 Kiedrich Gräfenberg Spätlese Grosse Lage Riesling (Rheingau)","Germany","86","95","Unctuous, sun-drenched peach and apricot are glazed with honey, earth and spice in this luminous medium-sweet wine. A silken texture on the midpalate is accented by hits of lime and crushed minerals. Its fruity, forward flavors are stunning already, but there's too much complexity here that's yet to develop. Hold till at least 2021 and it will continue to reward for years to come.","2016","Rheingau","Riesling","https://www.winemag.com/buying-guide/robert-weil-2016-kiedrich-grafenberg-spatlese-grosse-lage-riesling-rheingau/"
"211979","White","Ovum 2016 Memorista Riesling (Eola-Amity Hills)","US","45","95","This new take on Ovum's Memorista cuvée—the winery's flagship—is its ripest Riesling. It was fermented in a thousand-liter Austrian cask, with a small percentage of botrytized fruit. It's almost liquorous, with botanical elements that accents its lime, candied citrus and dried papaya flavors. It's potent and packed with flavor yet impeccably balanced.","2016","Oregon","Riesling","https://www.winemag.com/buying-guide/ovum-2016-memorista-riesling-eola-amity-hills/"
"211980","Red","Maison Stéphane Brocard 2015 Closerie des Alisiers Les Corbeaux Premier Cru  (Gevrey-Chambertin)","France","90","95","This powerful wine is both dense and rich. Its tannins and acidity bode well for aging, while the red plum and berry fruits add to promise for the future. From a parcel close to the series of Grand Cru vineyards, the wine shows the density of this fine vintage and its potential. Drink from 2024.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/maison-stephane-brocard-2015-closerie-des-alisiers-les-corbeaux-premier-cru-gevrey-chambertin-278594/"
"211981","Red","95pointsDomaine Chevillon-Chezeaux 2015 Les Saint-Georges Premier Cru  (Nuits-St.-Georges)","France","90","95","This vineyard, on the hill above the city of Nuits-St.-Georges, is widely seen as the top premier cru of the appellation. Certainly this rich, structured wine with its great fruit and firm tannins is serious and ageworthy. Ripe, full and concentrated, it needs to age. Drink from 2024.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/domaine-chevillon-chezeaux-2015-les-saint-georges-premier-cru-nuits-st-georges-278503/"
"211982","Red","Sanguis 2014 Bossman Syrah (Central Coast)","US","80","95","Extreme amounts of roasted beef and grilled lamb aromas meet with rosemary, bay leaf and crushed rainbow peppercorns for a deliciously savory and spicy nose on this bottling, which uses a touch of Viognier but doesn't offer any overt fruit. Those meaty qualities ride into the palate, where burnt bacon flavors meet with tar, black pepper and a hint of black currant.","2014","California","Syrah","https://www.winemag.com/buying-guide/sanguis-2014-bossman-syrah-central-coast-279472/"
"211983","Red","Roux Père et Fils 2015 Les Noirots Premier Cru  (Chambolle-Musigny)","France","121","95","This bold, ripe wine is packed with red fruits and balanced acidity. The density and generous tannins are all part of the concentration and powerful texture. Acidity brings necessary freshness to an impressive wine. Drink from 2025.","2015","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/roux-pere-et-fils-2015-les-noirots-premier-cru-chambolle-musigny-278630/"
"213901","White","Gary Farrell 2015 Russian River Selection Chardonnay (Russian River Valley)","US","35","95","A scent of French butter offers an immediate invitation to this excellent wine. Austerity on the palate gives way to a juicy core of invigorating tangerine and white peach flavors. The gravelly minerality on the midpalate finishes softly and with ease.","2015","California","Chardonnay","https://www.winemag.com/buying-guide/gary-farrell-2015-russian-river-selection-chardonnay-russian-river-valley/"
"213657","White","Ryan Cochrane 2015 Solomon Hills Vineyard Chardonnay (Santa Maria Valley)","US","36","96","This bottling from the San Francisco-based producer is about as Burgundian as California gets. Aromas of honeydew rinds, Meyer lemon pith and honeysuckle meet with briny chalk, chiseled marble and a touch of almond warmth on the nose. The extremely fresh, clean and chalky palate shows stunning texture as well as rounded lemon blossom, sea salt and the faintest butter flavor.","2015","California","Chardonnay","https://www.winemag.com/buying-guide/ryan-cochrane-2015-solomon-hills-vineyard-chardonnay-santa-maria-valley/"
