"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"0","White","Pichler-Krutzler 2017 Ried Kellerberg Riesling (Wachau)","Austria",NULL,"96","Heady, aromatic highlights of candied lemon peel reach the nose, followed by equally rich hints of ripe pear and peach. The palate takes this full force of generous fruit and pitches it against tangy, passion fruit and lemon zest. This is concentrated and has wonderfully spiky lemon freshness on the finish.","2017","Wachau","Riesling","https://www.winemag.com/buying-guide/pichler-krutzler-2017-ried-kellerberg-riesling-wachau/"
"1","Red","Corison 2015 Kronos Vineyard Cabernet Sauvignon (St. Helena)","US","185","95","This is among winemaker Cathy Corison's finest offerings, made from decades-old vines planted on St. George rootstock. Cassis, red currant and floral elements make for an inviting entry of aromatics that is followed by substantial structure and classic herbal undertones. A pillowy body of balanced elegance is met by an earthy, leathery finish of complex beauty.","2015","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/corison-2015-kronos-vineyard-cabernet-sauvignon-st-helena-308720/"
"131","Red","Johanneshof Reinisch 2016 Ried Holzspur St. Laurent (Thermenregion)","Austria","90","95","Cinnamon and plum notes immediately reach the nose before a more pervasive, dark peony note makes itself felt. The concentrated palate presents the finest web of sheer tannins, which provide an almost invisible but nonetheless firm structure against which the sonorous plum fruit can play. A very elegant, fine-boned wine that will reward with a little bottle aging. Lovely freshness pervades all. Drink 2022–2032.","2016","Thermenregion","St. Laurent","https://www.winemag.com/buying-guide/johanneshof-reinisch-2016-ried-holzspur-st-laurent-thermenregion/"
"132","White","Eichinger 2017 Ried Lamm Grüner Veltliner (Kamptal)","Austria","39","95","Soft green pear on the nose has edges of dried sage. The slender palate still seems tightly closed but its pithy, textured concentration promises depths of salty, yeasty, pear- and citrus-fruited pleasure. This will blossom with a little bottle aging and will definitely be worth the wait. Drink 2022–2030.","2017","Kamptal","Grüner Veltliner","https://www.winemag.com/buying-guide/eichinger-2017-ried-lamm-gruner-veltliner-kamptal/"
"133","Red","Domaine du Pegau 2013 Cuvée Laurence Red (Châteauneuf-du-Pape)","France","115","95","Tasted five years after bottling, this wine still shows a core of dried strawberry and cherry flavor, but it's shaded by umami tones of balsamic, leather and mushroom. It's intoxicatingly rich on the palate but balanced freshly, edged by delicate tea tannins. This complex wine shows its savory side elegantly. It drinks well now but should hold till 2024.","2013","Rhône Valley","Rhône-style Red Blend","https://www.winemag.com/buying-guide/domaine-du-pegau-2013-cuvee-laurence-red-chateauneuf-du-pape/"
"134","White","Bründlmayer 2017 Ried Heiligenstein Lyra Riesling (Kamptal)","Austria","75","95","A touch of reduction, a hint of savory soy and the aromatic headiness of crushed citrus foliage make for a most intriguing, inviting nose. The palate has a generous, easy juiciness; a harmonious ripeness and a lovely edge of pith on its concentrated texture. The finish is fresh but rounded, dry and long.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/brundlmayer-2017-ried-heiligenstein-lyra-riesling-kamptal/"
"135","Red","Williams Selyem 2016 Vista Verde Vineyard Pinot Noir (San Benito County)","US","59","95","Beautifully plump aromas of black plum, violet, rose and baked fennel show on the nose of this bottling. Soft and full on the palate, it offers plenty of fruit surrounding the earthy core, with flavors of wild cherry, cherry pit, Alpine strawberry, loam and herb.","2016","California","Pinot Noir","https://www.winemag.com/buying-guide/williams-selyem-2016-vista-verde-vineyard-pinot-noir-san-benito-county/"
"136","Red","Alpha Omega 2015 Cabernet Sauvignon (Napa Valley)","US","102","95","This wine is pretty, floral and compact in red fruit, the texture soft and billowy on the palate. Rich and full bodied, it has additional complexity from small amounts of Cabernet Franc, Merlot and Petit Verdot. Integrated beautifully, it shows balance and power in equal measure.","2015","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/alpha-omega-2015-cabernet-sauvignon-napa-valley/"
"137","Red","Rémi Niero 2015 Eminence  (Côte Rôtie)","France","88","95","Lavender and violet perfume extends from nose to finish in this aromatic Syrah. Black-plum and cherry flavors are juicy yet spry, balanced by crisp acidity and tangs of crushed granite. Ripe, fine tannins accentuate its supple style. Lovely already it should gain complexity well through 2030 and hold further.","2015","Rhône Valley","Rhône-style Red Blend","https://www.winemag.com/buying-guide/remi-niero-2015-eminence-cote-rotie/"
"138","White","Nigl 2017 Ried Hochäcker Privat Riesling (Kremstal)","Austria","68","95","Lovely, aromatic notes of lemon and bergamot peel play on the nose. The palate comes in with a wonderfully zesty purity that lends tension to the entire palate. Mouthwatering freshness lies at the core of this streamlined, citrus-filled wine. The finish is dry, long, zesty and moreish.","2017","Kremstal","Riesling","https://www.winemag.com/buying-guide/nigl-2017-ried-hochacker-privat-riesling-kremstal/"
"139","White","Nigl 2017 Ried Goldberg Riesling (Kremstal)","Austria","79","95","Ripe Mirabelle plum and red apple fruit are surrounded by aromatic notes of crushed citrus foliage. That alluring headiness continues on the fresh, juicy, generous body that always has a zesty, almost salty, mouthwatering edge. Wonderfully streamlined and fresh, with a long, zesty and dry finish. Drink until 2035.","2017","Kremstal","Riesling","https://www.winemag.com/buying-guide/nigl-2017-ried-goldberg-riesling-kremstal/"
"140","White","Malat 2017 Ried Höhlgraben Alte Reben Grüner Veltliner (Kremstal)","Austria","50","95","Yeast, wet earth and supremely aromatic pear notes make for an intriguing nose. On the palate it is lifted, fruity, fresh and almost passion-fruit-like juiciness that make this irresistible. The body is concentrated and fluid and for now showcases its brilliant, refreshing and exciting fruit, but underneath is a core of salty richness that makes this so very moreish. Fluid, salty, zesty, slender but rounded.","2017","Kremstal","Grüner Veltliner","https://www.winemag.com/buying-guide/malat-2017-ried-hohlgraben-alte-reben-gruner-veltliner-kremstal/"
"141","Red","Leitmotif 2016 Duvarita Vineyard Pinot Noir (Santa Barbara County)","US","46","95","This is a phenomenal start for the small-batch side project by Stephen Searle, whose main job is running Jaffurs Winery. Intense aromas of Bing cherry jelly, crushed rocks and dried sage show on the nose, while the palate combines wild berry and minty flavors with a strong chalky grip, proving both luxurious and refreshing.","2016","California","Pinot Noir","https://www.winemag.com/buying-guide/leitmotif-2016-duvarita-vineyard-pinot-noir-santa-barbara-county/"
"142","White","Hiedler 2017 Ried Heiligenstein Riesling (Kamptal)","Austria","50","95","Something savory, something aromatic dances on the nose. It is reminiscent of green bergamot peel. The palate comes in with wonderful concentration and precise slenderness, yet is brimming with both tart and ripe citrus notes that range from Mandarin orange to zesty lime. This echoes long and is really lip-smacking.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/hiedler-2017-ried-heiligenstein-riesling-kamptal/"
"143","White","Eichinger 2017 Ried Gaisberg Riesling (Kamptal)","Austria","32","95","Amid the lively and bright lemon notes on the nose, a riper, more aromatic touch of juicy Mandarin and blood orange sets an exotic accent. The palate comes in with a lovely, light, easy juiciness and a wonderful harmony of ripe freshness and expressive, juicy fruit. The zesty concentration is made manifest only on the finish.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/eichinger-2017-ried-gaisberg-riesling-kamptal/"
"144","Dessert","Cave Spring 2017 Icewine Riesling (Lincoln Lakeshore)","Canada","60","95","Thick, concentrated flavors of apricot marmalade, papaya and tangerine dive deep down into the core. This fruit-driven flavor riot is amply annotated by a lush seam of caramel, and the flavors go on and on. One half size bottle will happily serve 4-to-6 sweet tooths.","2017","Lincoln Lakeshore","Riesling","https://www.winemag.com/buying-guide/cave-spring-2017-icewine-riesling-lincoln-lakeshore-308053/"
"145","Red","Allegrini 2011 Fieramonte Riserva  (Amarone della Valpolicella Classico)","Italy","250","95","Aromas evoking fruitcake, red-plum preserve, exotic spice and French oak take center stage. The full-bodied, generous palate also boasts finesse and focus, delivering cherry marinated in spirits, prune, crushed alpine herb, ground pepper and clove. Fine-grained, velvety tannins provide the backbone while fresh acidity lifts the rich flavors. Drink 2021–2031.","2011","Veneto","Red Blend","https://www.winemag.com/buying-guide/allegrini-2011-fieramonte-riserva-amarone-della-valpolicella-classico-307644/"
"146","Red","Williams Selyem 2016 Weir Vineyard Pinot Noir (Yorkville Highlands)","US","62","95","Great ripeness comes with great balance in this fruity, expressive and firm-textured wine. It is full in body but not flabby due to sinewy tannins and persistent acidity. Aromas and flavors run from cinnamon to black cherry to rhubarb, as hints of nutmeg and vanilla show a deft touch of oak. Best from 2022.","2016","California","Pinot Noir","https://www.winemag.com/buying-guide/williams-selyem-2016-weir-vineyard-pinot-noir-yorkville-highlands/"
"147","White","Weszeli 2015 Ried Steinmassl Riesling (Kamptal)","Austria","49","95","Very ripe and supremely juicy Mirabelle plum fruit appears promisingly on the nose. The palate obliges with rich, rounded and generous Mirabelle juiciness. There is freshness to counter this with a faint line of grapefruit zestiness. But Mirabelle plays front and center. The finish is streamlined, lip-smacking and dry. Drink now–2030.","2015","Kamptal","Riesling","https://www.winemag.com/buying-guide/weszeli-2015-ried-steinmassl-riesling-kamptal/"
"148","Red","Storm 2015 Vrede Pinot Noir","South Africa","50","95","There's an herbal edge right upfront on the nose of this wine, with some earthy foliage, raw cocoa nib and fresh-tilled dirt aromas that are amply supported by a fruity core of red cherry flesh, plum, wild strawberry and raspberry. The bright palate offers beautiful minerality, as pristine, pure red-fruit flavors are coupled with a saline burst on the midpalate and through the close. Fine tannins lend a subtle structure. It's well balanced, focused and precise, a gorgeous wine that is hard to resist now and should evolve well through 2028.","2015",NULL,"Pinot Noir","https://www.winemag.com/buying-guide/storm-2015-vrede-pinot-noir-309183/"
"149","White","Türk 2017 Ried Kremser Thurnerberg Reserve Grüner Veltliner (Kremstal)","Austria",NULL,"95","The fragrance of crushed citrus leaves creates a heady opening on the nose before ripe pear and lemon balm follow. The palate presents a picture of concentrated zestiness with edges of white pepper, salty preserved lemon and arugula, all wrapped in pear-fruited richness. Zest also characterizes the finish of this wine, which carries its full-flavored richness lightly.","2017","Kremstal","Grüner Veltliner","https://www.winemag.com/buying-guide/turk-2017-ried-kremser-thurnerberg-reserve-gruner-veltliner-kremstal/"
"150","White","Leindl 2017 Ried Heiligenstein Riesling (Kamptal)","Austria","43","95","A hint of dried pear and dried lime zest plays before juicier lime speaks. The palate has a similar tension between ripe, almost dried fruit richness, while zestiness tones it all down into taut slenderness. This is exciting, textured, juicy and totally moreish. There is something concentrated and pervasive that hits several pleasure buttons at once. Drink now–2035.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/leindl-2017-ried-heiligenstein-riesling-kamptal/"
"151","White","Josef Jamek 2017 Ried Liebenberg Smaragd Grüner Veltliner (Wachau)","Austria","37","95","A lovely green apple freshness streams from the glass before a fennel and yeast savoriness spreads out. The slender palate then regales us with utter lemony concentration that highlights pepper, pear, apple, sage and wet stone. Zestiness shimmers and is wonderfully pervasive, keeping this taut and wonderfully vivid.","2017","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/josef-jamek-2017-ried-liebenberg-smaragd-gruner-veltliner-wachau/"
"152","White","Eichinger 2017 Ried Gaisberg Grüner Veltliner (Kamptal)","Austria","29","95","Salt, pepper and lemon notes own the nose offer the promise of savoriness. The palate then wheels out all the salty concentration in full force. This tingles like lemon zest and has the texture of citrus pith. Concentration and savoriness are written all over it. This is compact, deeply savory and totally lip-smacking.","2017","Kamptal","Grüner Veltliner","https://www.winemag.com/buying-guide/eichinger-2017-ried-gaisberg-gruner-veltliner-kamptal/"
"153","White","Domäne Wachau 2017 Ried Kellerberg Smaragd Grüner Veltliner (Wachau)","Austria","46","95","Highly aromatic notes of glowingly ripe, juicy pear also have an edge of bergamot. This aromatic sophistication carries over onto the palate where pithy, zesty citrus provides lots of concentration. The result is totally mouthwatering in a salty fashion that is utterly moreish and very refreshing. This is racy, taut and packed with flavor.","2017","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/domane-wachau-2017-ried-kellerberg-smaragd-gruner-veltliner-wachau/"
"154","Red","Delas Frères 2016 Seigneur De Maugiron  (Côte Rôtie)","France","112","95","Perfumed notes of violet and wild thyme introduce the penetrating black-cherry and plum flavors of this wine. It's bristling and vibrant, darkened by shades of bramble and garrigue. Concentrated and held upright by fine, firm tannins, it's already lovely but should improve through 2035 and hold further.","2016","Rhône Valley","Rhône-style Red Blend","https://www.winemag.com/buying-guide/delas-freres-2016-seigneur-de-maugiron-cote-rotie/"
"155","White","Bründlmayer 2017 Ried Spiegel Vincent Grüner Veltliner (Kamptal)","Austria","75","95","The flinty whiff of reduction still plays promisingly on the nose. The palate then fans out into earthy pepperiness, pear-fruited creaminess and spiky lemon freshness. Both texture and freshness characterize the midpalate, while sage, pepper and dried sage shimmer around the edges. Lovely, unusual and very elegant.","2017","Kamptal","Grüner Veltliner","https://www.winemag.com/buying-guide/brundlmayer-2017-ried-spiegel-vincent-gruner-veltliner-kamptal/"
"156","White","Black Kite 2016 Gap's Crown Chardonnay (Sonoma Coast)","US","58","95","This has gorgeous aromas of ginger and crushed rock, a stony mineral component that's irresistible and memorable. Balanced in richness, it sings in baked pear and honeysuckle, finding a touch of restraint within a medium-bodied frame of welcome decadence.","2016","California","Chardonnay","https://www.winemag.com/buying-guide/black-kite-2016-gaps-crown-chardonnay-sonoma-coast/"
"157","Red","Bien Nacido Estate 2015 The XO Reserve Syrah (Santa Maria Valley)","US","100","95","From a block planted in 1987, this bottling offers an extremely fresh, bright and snappy black raspberry aroma, with deeper tones of tar, char and coffee in the background. The palate is all about grippy tannins, roasted berries and white pepper spice. Drink now–2035.","2015","California","Syrah","https://www.winemag.com/buying-guide/bien-nacido-estate-2015-the-xo-reserve-syrah-santa-maria-valley/"
"158","Red","Alpha Omega 2015 Proprietary Red (Napa Valley)","US","102","95","This blends 71% Cabernet Sauvignon with 13% Cabernet Franc, 11% Petit Verdot and 5% Merlot. Together, they present a reduced grip of tar, black cherry, blackberry and substantial power within a graceful frame of supportive acidity and integrated oak. Let this one lie; enjoy best 2025–2030.","2015","California","Red Blend","https://www.winemag.com/buying-guide/alpha-omega-2015-proprietary-red-napa-valley/"
"159","White","Wohlmuth 2016 Ried Edelschuh Sauvignon Blanc (Südsteiermark)","Austria",NULL,"95","The nose is almost closed but here and there a flicker of passion fruit appears tantalizingly. The palate is just as tight and taut, but the gloriously aromatic passion fruit shines and shimmers. Purest lemon sets a silvery, zesty accent, but all about this bids you to be patient. This will blossom in all its freshness with a little bottle age. It holds all of Styria's dewy freshness. Drink 2022–2032","2016","Südsteiermark","Sauvignon Blanc","https://www.winemag.com/buying-guide/wohlmuth-2016-ried-edelschuh-sauvignon-blanc-sudsteiermark/"
"160","White","Markus Huber 2017 Ried Berg Riesling (Traisental)","Austria","75","95","A pure note of ripe Mirabelle plum mixes with grapefruit zest on the nose. The palate repeats this attractive proposition with even more clarity and poise. That tingling, spicy zestiness pervades the entire palate and shimmers aromatically. This is concentrated and brimming with fruit. Drink until 2035.","2017","Traisental","Riesling","https://www.winemag.com/buying-guide/markus-huber-2017-ried-berg-riesling-traisental/"
"161","Red","Stewart 2016 Nomad Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley)","US","175","95","The producer's new Nomad collection includes bottlings from every marquee Beckstoffer Cabernet Sauvignon vineyard in the Napa Valley. This is an herbal, dusty, old-world offering, deep in grippy tannins and the youthful vigor of firm acidity. Pencil shavings, red currant and a streak of cocoa play on the palate with bright abandon. Enjoy best from 2026–2030.","2016","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/stewart-2016-nomad-beckstoffer-missouri-hopper-vineyard-cabernet-sauvignon-napa-valley/"
"162","White","Loimer 2017 Ried Loiserberg Grüner Veltliner (Kamptal)","Austria","40","95","Funky earthiness encounters the nose first. After that, supremely ripe pear fruit takes over. The palate adds cushioned, creamy yeastiness and a whole load of lemon-scented, salty but soft yeastiness. This is a wine about texture and depth, about earth and deep savoriness. This is fluid and rounded without an ounce of fat, simply flowing in its own, rounded creaminess. The finish is fresh and creamy.","2017","Kamptal","Grüner Veltliner","https://www.winemag.com/buying-guide/loimer-2017-ried-loiserberg-gruner-veltliner-kamptal/"
"163","Sparkling","Iron Horse 2014 Wedding Cuvée Estate Bottled Sparkling (Green Valley)","US","45","95","A blend of 72% Pinot Noir and 28% Chardonnay, this is a stunning vintage of the perennially impressive sparkler. Nutty and earthy, it sings in strawberry, wet stone and rose petal. The palate offers a lively mousse and persistent acidity, making it vibrant and easy to enjoy.","2014","California","Sparkling Blend","https://www.winemag.com/buying-guide/iron-horse-2014-wedding-cuvee-estate-bottled-sparkling-green-valley-308913/"
"164","White","Ingrid Groiss 2017 Auf der Henne Reserve Riesling (Niederösterreich)","Austria","51","95","A touch of wet earth grounds the beautifully juicy and aromatic pear fruit on the nose. The palate takes both earthiness and pear fruit and twirls them around in a dizzying lemony dazzle. The deliciously tasty zinginess is alluring, invigorating and refreshing. A whole, refreshing mouthful of pure freshness and joy with a long, dry finish. Drink now–2030.","2017","Niederösterreich","Riesling","https://www.winemag.com/buying-guide/ingrid-groiss-2017-auf-der-henne-reserve-riesling-niederosterreich/"
"165","White","Hajszan Neumann 2017 Ried Steinberg Grinzing Riesling (Vienna)","Austria",NULL,"95","An earthy note clings to the juicy, ripe and generous Mirabelle plum fruit on the nose. Very gently a hint of rose petal appears. On the palate, it is lemon zestiness that stands against a very rich, earthy texture of fine yeast. Behind this shimmer notes of fine, pure citrus zest. A very unusual, textured and arresting Riesling. The long, dry finish speaks of the purest lemon. Wonderful.","2017","Vienna","Riesling","https://www.winemag.com/buying-guide/hajszan-neumann-2017-ried-steinberg-grinzing-riesling-vienna/"
"166","Red","Arachon 2013 Alte Reben Reserve Red (Burgenland)","Austria","35","95","Smoke, tar and a very pure note of wild blueberry dance promisingly on the nose. The dense and powerful palate adds a creamy vanilla note and rolls smoothly over the tongue with concentrated mellowness. This still needs time to relax. Dense, ripe tannins need to loosen, fruit needs to unfold. A very glossy, international style, but its power is tempered by elegance. Released after five years of barrel aging, this can easily take another five in the bottle. Drink 2023–2030.","2013","Burgenland","Austrian Red Blend","https://www.winemag.com/buying-guide/arachon-2013-alte-reben-reserve-red-burgenland/"
"167","White","Alzinger 2017 Ried Steinertal Smaragd Grüner Veltliner (Wachau)","Austria","66","95","Aromatic notes of ripe pear flesh and peel have a yeasty, sonorous edge on the nose. The palate joins both fruit and yeast in a lovely, textured core that reveals salty, almost bitter miso and echoes of deep savoriness. Pithy citrus lends even more mouthfeel. A wonderfully concentrated, complex wine that deserves some bottle age. Drink 2020–2035.","2017","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/alzinger-2017-ried-steinertal-smaragd-gruner-veltliner-wachau/"
"168","White","Alzinger 2017 Loibenberg Smaragd Grüner Veltliner (Wachau)","Austria","56","95","Notes of ripe Russet pear on the nose have a pleasantly earthy edge. On the palate, the ripeness and juiciness of the pear fruit is enforced, while a high-toned, zesty lemon freshness underlines savory, salty and herbal notes of yeast. This is concentrated, mouthwatering and totally moreish, especially on that long, appetizing finish.","2017","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/alzinger-2017-loibenberg-smaragd-gruner-veltliner-wachau/"
"169","White","Alpha Omega 2015 Toyon Vineyard Chardonnay (Los Carneros)","US","125","95","This lovely vineyard-designate is expertly put together, showing honeyed concentration and evolved flavors of baked apple and apricot. Floral in honeysuckle and apple blossom, it has substantive layers of bold texture and body, with a steely undertow of fresh acidity.","2015","California","Chardonnay","https://www.winemag.com/buying-guide/alpha-omega-2015-toyon-vineyard-chardonnay-los-carneros/"
"170","White","Weszeli 2015 Ried Seeberg Riesling (Kamptal)","Austria","49","95","Very ripe notes of yellow Mirabelle plum are suffused with lime zest on the nose. That supercharged full-fruitedness carries over onto the slender body. It is lemony brightness that gives definition here, barely framing all of that inviting, exuberant fruit. Concentrated, juicy and dry with lots of mileage yet. Drink now–2035.","2015","Kamptal","Riesling","https://www.winemag.com/buying-guide/weszeli-2015-ried-seeberg-riesling-kamptal/"
"171","White","Tinhof 2017 Golden Erd Weissburgunder (Burgenland)","Austria","80","95","A beautifully lithe apple and pear freshness rises from the glass. With a little air, a very subtle note of hazelnut appears. The palate is rounded and full and has a totally juicy richness of juicy pear with a wonderful bitter almond edge, despite its wonderfully slender body. This is lovely now with the exuberance of youth but really needs time to unfold and show its lovely texture. Drink 2020–2030.","2017","Burgenland","Weissburgunder","https://www.winemag.com/buying-guide/tinhof-2017-golden-erd-weissburgunder-burgenland/"
"172","White","Stadt Krems 2017 Ried Grillenparz Reserve Riesling (Kremstal)","Austria","45","95","Ripe, juicy Conference pear, clearest Mirabelle plum and ripe lemon meet on the fragrant nose. These flavors mingle on the concentrated palate with wonderful juiciness, helped along by the bright lemon freshness. Zesty texture adds precision. The finish is dry and mouthwatering. This is utterly lemony, dry and moreish. Drink 2020–2035.","2017","Kremstal","Riesling","https://www.winemag.com/buying-guide/stadt-krems-2017-ried-grillenparz-reserve-riesling-kremstal/"
"173","White","Loimer 2017 Ried Seeberg Riesling (Kamptal)","Austria","68","95","Wet stone, pear peel and zesty lemon signal clarity and freshness on the nose. The palate stays slender and concentrated, sinuous in a ripe lemon note. There is a flowing current of lemon refreshment on the palate, with a harmonious balance and a clean finish. Lovely now, it is sure to blossom with bottle age. Drink now–2035.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/loimer-2017-ried-seeberg-riesling-kamptal/"
"174","Red","Sanford 2014 Founders' Vines Pinot Noir (Sta. Rita Hills)","US","115","95","This single-block expression is extremely earthy on the nose with aromas of loamy soil, wet gravel, sumac, cinnamon and wild berries. It's light in the glass, with rounded flavors of raspberry, cherry and underripe strawberry as well as a clay-like minerality. A chalky mouthfeel leads into a clean and taut finish.","2014","California","Pinot Noir","https://www.winemag.com/buying-guide/sanford-2014-founders-vines-pinot-noir-sta-rita-hills/"
"175","White","Nigl 2017 Herzstück vom Kirchenberg Grüner Veltliner (Kremstal)","Austria","62","95","Lemon balm and nettle notes gently insinuate their savoriness into a fruity mix of ripe lemon and pear. This game of savory, almost salty fruitiness continues on the fluid body, which is tense and wonderfully taut with juicy freshness. Lemon and pear for now take center stage, but salty yeast informs that vivid zestiness at the core.","2017","Kremstal","Grüner Veltliner","https://www.winemag.com/buying-guide/nigl-2017-herzstuck-vom-kirchenberg-gruner-veltliner-kremstal/"
"176","White","Domäne Wachau 2017 Ried Achleiten Smaragd Grüner Veltliner (Wachau)","Austria","46","95","Notes of salty miso, celery, lemon and green pear unite into an intriguing nose. On the palate, it is ripe, juicy pear that takes the lead, but that salty zestiness, that edge of peppery savoriness is always present, adding freshness and allure to this fluid, slender, concentrated and zesty wine. The finish echoes with citrus and white pepper. It will take some time to come into its powerful own. Drink 2020–2030.","2017","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/domane-wachau-2017-ried-achleiten-smaragd-gruner-veltliner-wachau/"
"177","Red","Domaine Serene 2015 Mark Bradford Vineyard Pinot Noir (Dundee Hills)","US","130","95","This is sourced from the oldest vineyard on the estate, a high-elevation site now reaching optimum maturity. The flavors are a deep, densely textured mix of black fruits, cocoa powder and baking spices. It's a stunning bottle, delicious now and a choice cellar candidate through 2030.","2015","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/domaine-serene-2015-mark-bradford-vineyard-pinot-noir-dundee-hills-308078/"
"178","Red","Boscarelli 2015 Costa Grande  (Vino Nobile di Montepulciano)","Italy","95","95","Made entirely with Sangiovese, this offers enticing aromas of exotic spice, ripe black-skinned fruit, tilled soil, French oak and a whiff of leather. The full-bodied palate boasts structure, elegance and tension, delivering juicy wild cherry, raspberry, star anise and espresso set against firm fine-grained tannins. Drink 2022–2030.","2015","Tuscany","Sangiovese","https://www.winemag.com/buying-guide/boscarelli-2015-costa-grande-vino-nobile-di-montepulciano-307720/"
"179","White","Bernhard Ott 2017 Ried Kirchthal Riesling (Wagram)","Austria","60","95","Green apple and a little salty yeastiness play appetizingly on the nose. The palate then offers beautifully pure yellow plum fruit that is pervaded by lovely, bright and tart lemony freshness. A wonderfully generous but toned Riesling with a dry, almost salty finish.","2017","Wagram","Riesling","https://www.winemag.com/buying-guide/bernhard-ott-2017-ried-kirchthal-riesling-wagram/"
"180","Red","Alain Jaume et Fils 2016 Domaine Grand Veneur Vieilles Vignes Red (Châteauneuf-du-Pape)","France","120","95","Crisp, sun-kissed cherry and wild-strawberry notes introduce this floral, perfumed wine. Made from predominantly old vines, it's intensely concentrated and forward in fruit yet shaded by hints of violet, lavender and bramble. This full-bodied, unctuous wine with fine, gripping tannins should improve through 2030 and hold further.","2016","Rhône Valley","Rhône-style Red Blend","https://www.winemag.com/buying-guide/alain-jaume-et-fils-2016-domaine-grand-veneur-vieilles-vignes-red-chateauneuf-du-pape/"
"181","White","Schloss Gobelsburg 2017 Ried Gaisberg Riesling (Kamptal)","Austria","27","96","You sniff several things at once. A touch of flinty reduction, the tropical allure of passion fruit and the juicy promise of ripe Mandarin orange. The palate comes in with enough zestiness to be very refreshing, yet juicy. There is as much lemon flavor on the palate as there is riper citrus, but it is the lemon that provides zestiness, bounce, freshness and focus.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/schloss-gobelsburg-2017-ried-gaisberg-riesling-kamptal/"
"182","Red","Uwe Schiefer 2014 Szapary Blaufränkisch (Burgenland)","Austria","51","96","Blueberry, pepper, cinnamon and a seductive, gamy lift promise pleasure and unusual pervasiveness. The palate obliges with an incisive but plummy palate that brims with exuberant sprays of white pepper. An underlying coolness provides calm and serene freshness. The firm tannins structure is very fine and needs to mellow. What elegance, what spice, what slender concentration to look forward to. Individualistic but completely convincing. Drink until 2030.","2014","Burgenland","Blaufränkisch","https://www.winemag.com/buying-guide/uwe-schiefer-2014-szapary-blaufrankisch-burgenland/"
"183","White","Schloss Gobelsburg 2016 Ried Renner Grüner Veltliner (Kamptal)","Austria","30","96","Crushed sage, yarrow and mossy earthiness entice on the nose. On the palate, rich yeasty texture and fine, high-toned citrus freshness frame and embrace all of this savory charm. This is highly concentrated, tingling with pepper and sage, brimming with pear fruit and lemon freshness. Every molecule of fluid is crammed with sheer flavor, yet there is nothing fat about these wines.","2016","Kamptal","Grüner Veltliner","https://www.winemag.com/buying-guide/schloss-gobelsburg-2016-ried-renner-gruner-veltliner-kamptal-306609/"
"184","Red","Prieler 2015 Ried Goldberg Blaufränkisch (Leithaberg)","Austria","105","96","The merest hint of mocha accompanies the crushed fruit of the forest aromas on the appetizing nose. Ripe blueberry notes expand on the palate, which is dense with fruit and firm tannins that leave the mouth a little dry. This is sleek but muscular, bold but elegant. It also needs time to mellow a little. Drink 2022–2032.","2015","Leithaberg","Blaufränkisch","https://www.winemag.com/buying-guide/prieler-2015-ried-goldberg-blaufrankisch-leithaberg/"
"185","White","Nikolaihof 2010 Im Weingebirge Federspiel Grüner Veltliner (Wachau)","Austria","30","96","Earthy, juicy ripeness of Russet pear is evoked vividly on the nose, while white pepper and ground stone shimmer in the background. The palate is juicy at first, but soon the salty, yeasty, almost cheesy core spreads its savory magic, not without adding vivid apple notes. A very complex and deeply satisfying wine. The finish belongs to zesty, clean lemon.","2010","Wachau","Grüner Veltliner","https://www.winemag.com/buying-guide/nikolaihof-2010-im-weingebirge-federspiel-gruner-veltliner-wachau/"
"186","White","Eichinger 2017 Ried Heiligenstein Riesling (Kamptal)","Austria","39","96","The merest cloud of flinty reduction cannot suppress the supremely pure lemon note on the nose. The scent evokes big, aromatic Amalfi lemons at their peak. The palate comes in with more juiciness, more ripeness, more roundness and charms its way to your mind while swirling with lemony abandon on the palate. Joyful, fresh, zesty and very balanced. Enjoy now–2039.","2017","Kamptal","Riesling","https://www.winemag.com/buying-guide/eichinger-2017-ried-heiligenstein-riesling-kamptal/"
