category,rating,country,varietal,average_price
White,85,Austria,Welschriesling,16.5
White,84,Austria,Welschriesling,NULL
White,87,Australia,Semillon-Sauvignon Blanc,18
White,85,US,Pinot Gris,16.49
White,91,New Zealand,Pinot Gris,27.67
White,86,New Zealand,Pinot Grigio,17.5
White,86,Italy,Garganega,15.57
White,87,Mexico,Sauvignon Blanc,21.5
White,86,Czech Republic,Pinot Blanc,20
White,81,Argentina,Torrontés,13.32
White,89,Greece,Moschofilero,16.22
White,87,Slovenia,Moscato,11
White,90,France,Pinot Auxerrois,29.6
White,89,Portugal,Portuguese White,19.02
White,90,Canada,Gewürztraminer,20
White,84,Australia,Semillon-Sauvignon Blanc,12.25
White,87,Canada,Roussanne,30
White,86,France,Melon,13.6
White,89,France,Sémillon,24.5
White,81,Romania,Chardonnay,10
White,88,Slovenia,Malvasia,36
White,87,Portugal,Riesling,18
White,86,Portugal,White Blend,10
White,83,Argentina,Sémillon,22
White,91,Italy,Pinot Bianco,26.25
White,82,US,Sémillon,17.33
White,86,Australia,Riesling,15.82
White,85,NULL,Chardonnay,NULL
White,84,Romania,Sauvignon Blanc,9
White,85,France,Sylvaner,NULL
White,83,US,Seyval Blanc,15.25
White,90,Argentina,Torrontés,10.67
White,84,France,Muscat,10
White,85,Spain,Chardonnay,16
White,87,Italy,Malvasia Istriana,NULL
White,90,Bulgaria,Sauvignon Blanc,12.5
White,80,Argentina,Viognier,11
White,86,Romania,Pinot Grigio,6.75
White,80,France,Sauvignon Blanc,23
White,92,Austria,Zierfandler,19
White,84,US,Arneis,18.75
White,90,US,Viognier-Roussanne,24
White,88,US,Moscato,15.56
White,88,Australia,Vermentino,18
White,85,Greece,Savatiano,8
White,87,Italy,Viognier,26.67
White,83,Argentina,Trebbiano,9
White,84,Germany,Gewürztraminer,15.5
White,88,Italy,Malvasia Bianca,16.5
White,86,France,Gewürztraminer,23.08
White,84,Turkey,Yapincak,20
White,88,US,Pinot-Chardonnay,29
White,93,Greece,Assyrtiko,35
White,83,Austria,Grüner Veltliner,12.67
White,89,Bulgaria,White Blend,15.5
White,88,US,Sylvaner,15
White,90,Israel,Viognier,18
White,88,Italy,Nerello Mascalese,19
White,81,US,Semillon-Sauvignon Blanc,25
White,83,France,Viognier,11
White,83,Germany,Riesling,13.71
White,90,US,Colombard,20
White,87,US,Verdelho,16.33
White,83,Chile,Chardonnay,11.99
White,87,Spain,Garnacha Blanca,16.67
White,97,Germany,Riesling,445
White,89,Australia,Chardonnay,27.13
White,91,South Africa,Rhône-style White Blend,NULL
White,81,Spain,Viognier,13
White,92,New Zealand,Riesling,21.5
White,88,Italy,Pallagrello Bianco,26.67
White,85,South Africa,Gewürztraminer,10
White,84,Argentina,Torrontés,12.21
White,91,Germany,Scheurebe,26.4
White,94,US,Sémillon,14
White,85,France,Jacquère,15
White,87,Slovenia,Malvasia Istriana,30
White,83,Spain,Godello,23.09
White,83,Croatia,White Blend,19
White,86,Slovenia,Welschriesling,15
White,86,Austria,Pinot Gris,18.5
White,80,Spain,Verdejo,15.86
White,89,Bulgaria,Gewürztraminer,16
White,86,Germany,White Blend,11.8
White,89,Slovenia,Ribolla Gialla,24.5
White,90,Italy,Pinot Grigio,23.95
White,85,France,Chardonnay,20.25
White,93,France,Sauvignon Blanc,46.3
White,89,Israel,Chenin Blanc,25
White,90,US,Barbera,31
White,91,Portugal,Cerceal,32.5
White,87,Portugal,Malvasia Fina,15
White,87,Georgia,White Blend,11.5
White,88,Slovenia,Chardonnay,17
White,86,Spain,Tempranillo Blanco,18
White,92,France,Gros and Petit Manseng,23.25
White,89,Austria,Morillon,25.5
White,93,Germany,Rieslaner,46
White,91,Italy,Tocai,NULL
White,88,Portugal,Antão Vaz,28.67
White,89,Italy,Pinot Grigio,22.6
White,82,Chile,Riesling,13
White,81,Argentina,Sémillon,15
White,85,Canada,Gewürztraminer-Riesling,NULL
White,92,Greece,Assyrtiko,25
White,88,Spain,Viura,15.88
White,89,Austria,Zierfandler,42.5
White,85,Spain,Chardonnay-Sauvignon Blanc,25
White,91,Italy,Vernaccia,20
White,92,Italy,Pecorino,29.67
White,94,France,Gewürztraminer,61.71
White,88,France,Viognier-Chardonnay,17
White,87,Italy,Pallagrello,17
White,86,Czech Republic,Grüner Veltliner,15
White,90,Australia,Sémillon,28.1
White,87,Spain,Hondarrabi Zuri,20
White,86,US,Trebbiano,19
White,90,France,Mauzac,18
White,84,Greece,Chardonnay,16
White,92,US,Cabernet Blend,48
White,87,France,Cabernet Franc,26
White,93,France,Tokay Pinot Gris,NULL
White,92,Australia,Sauvignon Blanc-Semillon,35
White,85,US,Aligoté,13
White,88,Argentina,Chardonnay,22.48
White,82,Australia,Semillon-Chardonnay,8.75
White,86,South Africa,Chenin Blanc-Sauvignon Blanc,14
White,93,US,Riesling,25.47
White,87,Spain,Verdejo-Sauvignon Blanc,10
White,87,Croatia,White Blend,19
White,80,France,Chardonnay-Sauvignon,NULL
White,82,Italy,Red Blend,17
White,89,Australia,Cabernet Sauvignon,27
White,90,New Zealand,Chenin Blanc,30
White,83,Spain,White Blend,13.26
White,87,US,Albariño,19.92
White,82,Spain,Muscat,19
White,87,Spain,Verdejo,14.91
White,88,France,Pinot Auxerrois,25
White,85,Germany,Silvaner,21.67
White,85,New Zealand,Chardonnay,17.49
White,85,Austria,Grüner Veltliner,16.85
White,85,Greece,Assyrtico,18.5
White,87,Austria,Pinot Gris,22.88
White,88,France,Muscat-Viognier,9
White,92,France,Bordeaux-style White Blend,48.29
White,90,Italy,Verdicchio,23.54
White,80,Australia,Sauvignon Blanc-Semillon,20
White,87,US,Vignoles,11.5
White,91,Portugal,Antão Vaz,30
White,88,US,Melon,15
White,85,Australia,Cabernet Blend,13
White,82,Australia,Cabernet Sauvignon-Merlot,8
White,85,Croatia,White Blend,32
White,89,US,Semillon-Sauvignon Blanc,22.8
White,88,US,White Riesling,11.86
White,87,Mexico,Chenin Blanc,16
White,80,Chile,Moscato,7.67
White,87,Austria,Welschriesling,14.5
White,87,US,Vermentino,21.4
White,83,Uruguay,White Blend,8
White,91,Germany,Rieslaner,NULL
White,84,Hungary,Gewürztraminer,9
White,85,US,Viognier-Marsanne,20.5
White,88,US,Chardonnay-Viognier,18.33
White,80,Chile,Chardonnay-Viognier,12
White,87,Italy,Cortese,19.72
White,89,Spain,Xarel-lo,24
White,93,US,Orange Muscat,15
White,84,Germany,Silvaner,22
White,88,Slovenia,Rebula,18
White,88,US,Muscat,19.75
White,86,Italy,Nebbiolo,23
White,91,US,Picpoul Blanc,28
White,88,Germany,Pinot Grigio,13
White,85,Germany,White Blend,13.67
White,87,Czech Republic,Sauvignon Blanc,19
White,84,US,Roussanne,21.19
White,87,France,Auxerrois,18
White,85,Italy,Carricante,20
White,92,New Zealand,Chenin Blanc,30
White,88,NULL,Chardonnay,20
White,87,Armenia,Kangoun,14
White,90,Austria,Roter Traminer,26
White,80,Greece,White Blend,22
White,90,Portugal,Rabigato,50
White,85,France,Sauvignon,13
White,87,Argentina,Bonarda,9
White,84,US,Trousseau Gris,17
White,90,US,Sauvignon Blanc-Semillon,28.1
White,87,Chile,Carmenère,12
White,82,Bulgaria,Sauvignon Blanc,9
White,83,France,Bordeaux-style White Blend,13.73
White,84,Bulgaria,Sauvignon Blanc,8
White,87,US,Viognier,23.03
White,91,South Africa,Roussanne-Marsanne,NULL
White,93,Germany,Scheurebe,36
White,94,US,White Riesling,25
White,83,Australia,Roussanne,25
White,90,US,Morio Muskat,16
White,85,Australia,Vermentino,13
White,88,Australia,White Blend,20
White,85,Turkey,Misket,19
White,92,Italy,Chardonnay,46.53
White,80,Chile,Viognier,11.33
White,82,US,Gewürztraminer,12.18
White,84,Italy,Malvasia Istriana,17.67
White,86,Portugal,Avesso,15
White,84,France,Champagne Blend,9
White,89,France,Chenin Blanc,22.24
White,88,France,Chenin Blanc,19.92
White,87,Italy,Moscato Giallo,22
White,89,Portugal,Antão Vaz,19
White,82,Argentina,Chardonnay,13.71
White,81,Italy,Sauvignon Blanc,22
White,86,France,Roussanne,31.5
White,84,Portugal,Arinto,13
White,85,Moldova,Sauvignon Blanc,8
White,88,Ukraine,Riesling,9
White,85,Italy,Malvasia,15.75
White,91,New Zealand,Chardonnay,34.41
White,90,Germany,Pinot Blanc,22.31
White,91,France,Tokay Pinot Gris,21.5
White,86,New Zealand,Zweigelt,NULL
White,90,Chile,Sauvignon Blanc,20.58
White,86,South Africa,Sauvignon Blanc,14.13
White,90,Spain,Pedro Ximénez,54
White,84,Chile,Viognier,10
White,91,US,Malvasia Bianca,22.67
White,85,Austria,Traminer,16
White,87,Italy,Tocai Friulano,26
White,86,Italy,Nuragus,16
White,91,US,Colombard,24
White,87,Mexico,White Blend,12
White,94,France,Muscat,50.6
White,84,Spain,Albarín,15
White,86,Israel,Riesling,28.5
White,83,Chile,Pedro Ximénez,9
White,89,Austria,Riesling,28.18
White,91,Spain,Meseguera,35
White,88,Portugal,White Blend,11
White,92,US,Muscat,21
White,88,Germany,Pinot Blanc,21.85
White,91,Italy,Veltliner,30
White,83,Greece,White Blend,12.5
White,88,Portugal,Alvarinho-Chardonnay,11.5
White,83,Australia,Riesling,14.33
White,87,US,Semillon-Chardonnay,8
White,82,Italy,Garganega,17.5
White,81,Chile,Moscato,8.5
White,92,Italy,Müller-Thurgau,40
White,83,Australia,Chardonnay,11.7
White,91,Italy,White Blend,34.71
White,90,India,Chenin Blanc,10
White,92,Italy,Gewürztraminer,28
White,85,France,Rolle,23
White,93,Portugal,Antão Vaz,30
White,87,Italy,Arneis,20.36
White,83,Chile,Riesling,12
White,93,New Zealand,Sauvignon Blanc,30.5
White,86,US,White Blend,18.22
White,94,Austria,Neuburger,80
White,94,Italy,Corvina,82
White,88,Spain,Riesling,13
White,82,Croatia,Sauvignon Blanc,NULL
White,80,France,Bordeaux-style White Blend,24
White,85,Italy,Falanghina,17.2
White,86,Australia,White Blend,13.11
White,91,US,Picpoul,27.33
White,85,Chile,Chardonnay,13.64
White,81,France,Melon,9
White,87,France,Picpoul,11
White,87,US,Gewürztraminer,16.24
White,90,France,Alsace white blend,26.44
White,84,Austria,Gewürztraminer,NULL
White,88,France,Chardonnay-Sauvignon Blanc,16
White,84,Australia,Chardonnay,13.72
White,94,US,Riesling,26.91
White,83,Romania,Chardonnay,12.5
White,82,Georgia,Sparkling Blend,13
White,81,US,Verdejo,18
White,94,US,Gewürztraminer,25.67
White,88,Portugal,Viognier-Chardonnay,NULL
White,88,France,Pinot Blanc,17.86
White,81,US,Sémillon,9
White,88,Georgia,Mtsvane,21
White,92,Portugal,Alvarinho,25.15
White,83,Australia,Marsanne,15
White,95,Australia,Chardonnay,94
White,90,Italy,Viognier,60
White,86,US,Viognier-Valdiguié,17
White,82,Argentina,Moscato,8.5
White,85,US,Melon,16
White,98,Austria,Riesling,80
White,93,Italy,Sauvignon,36.5
White,89,Greece,Assyrtiko,23.2
White,92,Portugal,Viognier,42.5
White,90,Germany,Auxerrois,16
White,89,US,Viognier-Roussanne,20
White,88,Slovenia,Pinot Grigio,12
White,85,Italy,Verdeca,15
White,83,US,Grüner Veltliner,16
White,95,France,Pinot Gris,63.82
White,87,Greece,White Blend,18.32
White,86,Uruguay,Viognier,15
White,88,Italy,Müller-Thurgau,20.25
White,93,France,Pinot Gris,44.14
White,87,Georgia,Rkatsiteli,19
White,87,Bulgaria,Muskat Ottonel,16
White,88,France,Rhône-style White Blend,21.96
White,89,US,White Blend,20.04
White,91,Italy,Pecorino,17
White,87,France,Aligoté,19.29
White,86,Italy,Fiano,21.29
White,83,US,Grenache Blanc,26
White,82,Austria,Welschriesling,15
White,91,US,Chardonnay-Albariño,28
White,85,Spain,Godello,21.38
White,89,Spain,Moscatel,28.5
White,84,New Zealand,Gewürztraminer,18
White,84,France,Chardonnay-Viognier,12
White,84,Austria,Weissburgunder,10
White,88,Spain,Sparkling Blend,14
White,89,Italy,Malvasia,26.75
White,86,Greece,Muscat,19
White,84,Germany,Weissburgunder,20
White,90,Slovenia,Vitovska,23
White,89,France,Chardonnay-Sauvignon Blanc,16
White,85,Israel,Sauvignon Blanc,14.25
White,92,US,Arneis,21
White,83,Spain,Verdejo,13.52
White,83,Moldova,Pinot Gris,13
White,85,Spain,Viura,14.33
White,83,France,Chenin Blanc,12.73
White,81,Argentina,Moscatel,11
White,83,US,Riesling,14.55
White,88,Austria,Zierfandler,35
White,88,Germany,Gewürztraminer,15.5
White,92,Canada,Riesling,31.86
White,89,US,Muscat Blanc,19.5
White,91,Italy,Nasco,20
White,82,US,White Blend,17.32
White,84,Italy,Traminer,NULL
White,88,Italy,Turbiana,22.07
White,88,Australia,Pinot Grigio,17.5
White,82,US,Grenache Blanc,21
White,86,France,Aligoté,23.13
White,89,US,Muscat,15.5
White,86,France,Colombard-Ugni Blanc,11.67
White,85,Austria,Muskat Ottonel,15
White,89,US,Vermentino,21
White,89,Canada,Viognier,25
White,82,Argentina,Chardonnay-Viognier,7
White,89,Croatia,Graševina,20
White,83,US,Albariño,19.67
White,85,Spain,Garnacha Blanca,13.43
White,83,Spain,Chardonnay-Macabeo,10
White,90,France,Sauvignon,26
White,93,New Zealand,Riesling,40
White,87,Germany,Weissburgunder,38.67
White,84,Italy,Insolia,20
White,84,Australia,Pinot Grigio,12.33
White,85,Romania,Pinot Gris,9
White,91,Italy,Verdicchio,24.13
White,89,Uruguay,Albariño,25
White,88,Argentina,Sauvignon Blanc,16.67
White,86,Germany,Gewürztraminer-Riesling,25
White,91,Australia,Marsanne-Roussanne,15
White,81,US,Riesling,13.08
White,91,Italy,Chardonnay,49.33
White,87,Italy,Grechetto,16.29
White,87,Argentina,Viognier,13
White,87,Italy,Vermentino,20.36
White,86,US,White Riesling,12.17
White,86,Germany,Silvaner-Traminer,25
White,86,New Zealand,Viognier,20
White,93,US,Sauvignon Blanc-Semillon,35
White,89,US,Sauvignon Blanc,20.1
White,82,Argentina,Saint Jeannet,13
White,87,Canada,Viognier,25
White,87,Spain,Pedro Ximénez,47
White,81,US,Chardonnay,15.15
White,92,France,Chenin Blanc,31.53
White,87,Austria,Riesling,23.21
White,91,Italy,Garganega,27.88
White,90,US,Pinot Gris,19.34
White,87,US,Muscat Canelli,14.67
White,86,Greece,Assyrtico,20.25
White,91,Italy,Vitovska,85
White,90,Spain,Garnacha Blanca,35
White,89,France,Sauvignon Blanc-Chardonnay,18
White,89,Italy,Sylvaner,25
White,83,Chile,Sauvignon Blanc,11.35
White,90,Austria,Weissburgunder,24.14
White,88,Argentina,Torrontés,15.13
White,82,Chile,Chardonnay-Viognier,14
White,84,Mexico,White Blend,28
White,94,France,Alsace white blend,51
White,88,Canada,Gewürztraminer,20
White,82,US,Traminer,18
White,88,France,Grenache Blanc,NULL
White,83,Spain,Premsal,15
White,87,Romania,Feteasca,22
White,82,France,Sémillon,20
White,83,Spain,Airen,9
White,81,France,Riesling,22
White,84,France,Chenin Blanc,14.38
White,84,Czech Republic,Sauvignon Blanc,16
White,84,US,Folle Blanche,17
White,90,Portugal,Antão Vaz,26.75
White,81,Spain,Albariño,19.38
White,83,Spain,Xarel-lo,15.33
White,88,US,Riesling-Muscat,13
White,89,South Africa,Bordeaux-style White Blend,45
White,95,France,Marsanne,181.67
White,92,Austria,Austrian white blend,28.89
White,85,France,Sauvignon Blanc,15.46
White,89,France,Mauzac,15
White,94,Italy,Vernaccia,NULL
White,83,Croatia,Pinot Gris,NULL
White,81,France,White Blend,9.5
White,90,Austria,White Blend,21.5
White,82,Spain,Tempranillo Blanco,25
White,87,Italy,Traminer,22
White,87,France,Sacy,19
White,87,Italy,Greco,21.04
White,81,US,Zinfandel,8
White,93,Italy,Kerner,35
White,86,Italy,Nero d'Avola,41
White,89,US,Torrontés,15
White,83,Bulgaria,Muskat Ottonel,9
White,87,Greece,Petroulianos,30
White,84,US,Aligoté,16
White,89,US,Cabernet Sauvignon,32
White,86,Italy,Moscato,10
White,88,Germany,Rivaner,13
White,80,Romania,White Blend,10
White,88,US,Muscat Blanc,19.5
White,81,Spain,Sauvignon Blanc,16.33
White,90,Chile,Cabernet Sauvignon,23
White,85,Spain,Paralleda,9
White,88,US,Pinot Blanc,19.22
White,87,Italy,Verdeca,16
White,89,France,Melon de Bourgogne,21
White,89,US,Colombard,18
White,84,Argentina,Viognier,12.33
White,92,France,Tokay Pinot Gris,50
White,89,US,Rhône-style White Blend,25.17
White,94,Australia,Riesling,52
White,80,France,Pinot Blanc,16.67
White,82,Spain,Macabeo,13.5
White,90,Austria,Furmint,15
White,89,Italy,Insolia,22
White,85,US,Chardonnay-Viognier,20
White,92,Austria,Zierfandler-Rotgipfler,25
White,80,Spain,Viura-Chardonnay,8
White,83,US,Meritage,18
White,85,US,Petit Manseng,26.33
White,88,Luxembourg,Riesling,23
White,86,Chile,Chardonnay,13.72
White,85,Argentina,Chardonnay-Viognier,14
White,89,Hungary,Chardonnay,25
White,91,Austria,Zierfandler,38
White,90,Australia,Riesling,22.11
White,91,US,Muscat Ottonel,22
White,87,South Africa,Chenin Blanc,13.66
White,83,Spain,Verdejo-Sauvignon Blanc,10
White,89,Germany,Chardonnay,22
White,93,US,Bordeaux-style White Blend,25
White,84,France,Riesling,18.16
White,82,Italy,Fiano,17
White,86,France,Provence white blend,20.4
White,85,France,Gewürztraminer,21.12
White,90,Austria,Rotgipfler,31.42
White,92,Italy,Malvasia,26
White,89,Australia,Marsanne-Roussanne,60
White,87,Australia,Cabernet Sauvignon,20
White,88,Canada,Riesling,13.33
White,80,France,Tokay Pinot Gris,35
White,90,South Africa,Bordeaux-style White Blend,47
White,90,France,Melon de Bourgogne,20
White,80,US,Vignoles,16
White,91,Spain,Verdejo,26.73
White,82,Romania,Sauvignon Blanc,30
White,85,South Africa,Semillon-Chardonnay,9
White,89,Austria,Grauburgunder,23.5
White,85,Italy,Manzoni,14
White,83,Austria,Muskat Ottonel,NULL
White,88,US,Falanghina,30
White,88,France,Sauvignon Blanc,24.84
White,96,France,Bordeaux-style White Blend,243.17
White,89,US,Auxerrois,26
White,92,France,Marsanne,85.67
White,83,US,Chardonnay-Semillon,18
White,87,Italy,Chardonnay,18.81
White,80,Germany,Riesling,15
White,85,Spain,Albariño,19.84
White,82,Argentina,Torrontés,12.08
White,91,Austria,Austrian white blend,26.25
White,83,US,Tempranillo,30
White,87,US,Angevine,12
White,90,Italy,Garganega,23.23
White,84,US,Verdelho,17.4
White,95,France,Alsace white blend,63.33
White,89,Italy,Malvasia Bianca,28
White,94,Austria,Chardonnay,59
White,86,Australia,Muscat of Alexandria,7
White,85,Germany,Pinot Grigio,8
White,85,Turkey,Emir,19
White,80,Spain,Malvasia,11
White,86,France,Chardonnay-Viognier,10.8
White,83,France,Sauvignon Gris,17
White,92,Austria,Sauvignon Blanc,34.29
White,87,Georgia,Chinuri,24
White,88,Spain,White Blend,24.21
White,92,Austria,Weissburgunder,29.8
White,84,Greece,Sauvignon Blanc,25
White,87,US,Fiano,18
White,87,France,Pinot Blanc,17.84
White,90,South Africa,Chenin Blanc,26
White,89,France,Roussanne,27.75
White,92,Spain,White Blend,47.8
White,89,US,Pinot Noir,43.71
White,85,Argentina,Sémillon,19.2
White,84,US,Sauvignon Musqué,25
White,84,US,Vignoles,10.25
White,96,France,Gewürztraminer,102.67
White,85,US,Riesling,15.3
White,83,Australia,Verdelho,12.67
White,88,France,Chardonnay,34.79
White,89,Italy,Ribolla Gialla,21.75
White,90,Greece,Chardonnay,39
White,87,South Africa,White Blend,17.2
White,86,Austria,Chardonnay,18.6
White,89,South Africa,Viognier,30.75
White,87,Germany,Auxerrois,16
White,87,Spain,Chardonnay-Sauvignon Blanc,12
White,88,US,Malvasia Bianca,16.17
White,91,Portugal,Encruzado,26.7
White,95,Italy,Friulano,80
White,90,Greece,Malagousia,22
White,88,Romania,Chardonnay,14.2
White,86,Australia,Sauvignon Blanc-Semillon,15.8
White,91,France,Sauvignon Blanc-Semillon,14
White,87,France,Vermentino,20.33
White,83,Austria,Gewürztraminer,NULL
White,91,Portugal,Siria,50
White,80,US,Gewürztraminer,10.33
White,86,Italy,Pallagrello,16
White,86,Argentina,White Blend,19.75
White,92,US,Zinfandel,29
White,91,Germany,Pinot Blanc,24
White,85,Chile,Pinot Grigio,12
White,88,Italy,Sangiovese,19
White,86,France,Pinot Gris,23.15
White,82,US,Marsanne-Roussanne,17.33
White,85,Austria,Sauvignon Blanc,20.67
White,90,Spain,Viura,34.2
White,94,US,Pinot Noir,95
White,94,Italy,Fiano,48.33
White,93,Australia,Chardonnay,63
White,86,France,Pinot Blanc,15.73
White,89,Portugal,Alvarinho,17.88
White,87,US,Semillon-Sauvignon Blanc,30.2
White,96,France,Sauvignon Blanc,NULL
White,94,Germany,Silvaner,70
White,82,South Africa,Sémillon,13
White,86,Spain,White Blend,16.66
White,86,France,Marsanne,28.2
White,92,Italy,Garganega,35
White,90,US,Moscato,18.5
White,92,Greece,Moschofilero,16.6
White,83,Austria,Sauvignon Blanc,20
White,94,Italy,Dorona,NULL
White,85,Romania,Chardonnay,8
White,88,Spain,Garnacha Blanca,22
White,89,Canada,White Blend,22
White,89,France,Roussanne-Viognier,19
White,93,South Africa,Sémillon,35
White,86,Italy,Chardonnay,15.83
White,93,US,Pinot Noir,44.5
White,85,France,Chardonnay-Pinot Gris,17
White,87,Chile,White Blend,14.8
White,88,US,Gewürztraminer,18.41
White,91,France,Grenache Gris,42
White,85,Germany,Pinot Gris,23.5
White,100,France,Bordeaux-style White Blend,848
White,94,Australia,Sémillon,54
White,86,Italy,Nosiola,18
White,81,Lebanon,White Blend,25
White,93,Germany,Riesling,55.41
White,89,Italy,Catarratto,24.5
White,90,Canada,Riesling,19
White,84,Italy,Trebbiano,11.4
White,98,US,Chardonnay,79
White,87,Chile,Chardonnay,15.14
White,88,US,Bordeaux-style White Blend,26.64
White,82,Italy,Grechetto,18
White,83,US,White Riesling,13.5
White,91,France,Muscadel,33
White,91,US,Riesling,21.49
White,83,US,Pinot Grigio,12.61
White,82,NULL,White Blend,NULL
White,88,Argentina,White Blend,19
White,84,US,Pinot Gris,16.34
White,90,US,Chenin Blanc,20.84
White,86,France,Riesling,21.55
White,90,Spain,Palomino,25
White,91,Greece,White Blend,19
White,89,Chile,White Blend,18
White,86,Portugal,Maria Gomes,8
White,84,France,Sauvignon Blanc,14.52
White,88,US,Verdelho,15
White,84,Italy,Vernaccia,14
White,85,France,Vermentino,NULL
White,84,France,Viognier,12.29
White,80,South Africa,Chenin Blanc,9
White,87,Slovenia,Rebula,25
White,86,Portugal,Moscatel,30
White,93,US,Rhône-style White Blend,43.5
White,87,South Africa,Chardonnay,16.77
White,89,New Zealand,Pinot Grigio,14
White,87,Austria,Gelber Muskateller,20.4
White,87,Greece,Moscofilero,14
White,87,Italy,Grüner Veltliner,28
White,86,Greece,Malagouzia,20
White,89,South Africa,Gewürztraminer,18
White,91,Australia,Viognier,23.6
White,85,Argentina,Chardonnay,13.51
White,82,Chile,Viognier-Chardonnay,14.67
White,88,Italy,Greco,21.97
White,88,South Africa,Chardonnay,19.7
White,83,US,Chardonel,11
White,84,Spain,Viura-Sauvignon Blanc,13
White,88,Austria,Gelber Muskateller,22.4
White,91,France,Alsace white blend,31.5
White,82,Argentina,Chardonnay-Pinot Grigio,10
White,93,Italy,Carricante,46.25
White,88,Slovenia,White Blend,NULL
White,89,Australia,Viognier-Marsanne,17
White,88,Romania,White Blend,21.67
White,86,US,Vidal Blanc,16.11
White,90,Austria,Welschriesling,27.5
White,92,France,Petit Manseng,30
White,86,US,Angevine,12
White,87,US,Colombard,18.67
White,82,South Africa,White Blend,8
White,85,Portugal,Bical,8.67
White,89,France,Melon,18.28
White,85,US,Colombard,32
White,84,Argentina,Chardonnay,12.38
White,85,Australia,Sauvignon Blanc,14.19
White,91,Canada,Chardonnay,53.17
White,91,US,Syrah,45
White,91,US,Moscato,30
White,87,Bulgaria,Chardonnay,14
White,92,South Africa,Chardonnay,34.5
White,87,US,Viognier-Roussanne,16.5
White,94,Italy,Garganega,30.75
White,91,Italy,Pigato,25
White,83,France,Malbec,15
White,90,US,Torrontés,28.67
White,90,Portugal,Cerceal,37.5
White,88,Portugal,Riesling,14
White,80,Spain,Verdejo-Viura,9
White,86,Italy,Coda di Volpe,NULL
White,81,France,Viognier,10
White,85,Greece,Sauvignon Blanc,19.5
White,87,Israel,Marawi,35
White,82,Italy,Insolia,9
White,92,Italy,Roviello,NULL
White,82,Spain,Godello,20
White,82,China,White Blend,7
White,83,Argentina,White Blend,13.67
White,93,Austria,Grüner Veltliner,42.44
White,82,Argentina,Viognier,13.5
White,89,Germany,Grauburgunder,19
White,89,US,Muscat Canelli,14.33
White,87,US,Tocai Friulano,21.71
White,86,France,Chardonnay,22.75
White,86,US,Cortese,15
White,83,Bulgaria,Traminer,10
White,81,Argentina,Viognier,15
White,86,Israel,Chardonnay,25.88
White,85,Portugal,Fernão Pires,16.75
White,86,Italy,Traminer,17.33
White,86,Slovenia,Muscat,19
White,88,Portugal,Encruzado,17.5
White,90,US,Gewürztraminer,19.38
White,93,France,Sylvaner,37
White,88,US,Chardonnay-Semillon,30
White,92,Portugal,Chardonnay,19
White,90,US,Verdelho,20.75
White,87,Chile,Rhône-style White Blend,27.5
White,91,Italy,Riesling,25
White,92,Spain,Viura,28.5
White,87,Portugal,Alvarinho-Chardonnay,10.33
White,80,France,Chardonnay,13
White,95,Germany,Riesling,97.76
White,90,Australia,Chardonnay,35.2
White,86,Spain,Moscatel,21.2
White,81,Argentina,Pinot Grigio,11.33
White,85,Italy,Fiano,18.64
White,86,Austria,Muscat,17
White,82,Greece,White Blend,12.5
White,84,Chile,Riesling,15.5
White,93,Italy,Vermentino,27.25
White,87,US,Pinot Blanc,18.13
White,92,US,Sauvignon Blanc,27.97
White,82,Germany,White Blend,17
White,86,Argentina,Fumé Blanc,27
White,90,Portugal,Alvarinho,21.12
White,84,France,Sylvaner,20.5
White,93,Austria,Morillon,63
White,86,US,Chardonnay-Sauvignon,8
White,87,Italy,White Blend,20.46
White,84,France,Colombard,12.67
White,89,Greece,Sauvignon Blanc,34
White,87,France,Viognier,22.58
White,84,US,Seyval Blanc,15.67
White,89,US,Pinot Grigio,16.38
White,85,Portugal,Verdelho,16.8
White,87,Portugal,Antão Vaz,18.25
White,84,Australia,Roussanne,29
White,88,France,Chardonnay-Viognier,22.33
White,81,France,Sauvignon Blanc-Semillon,10
White,88,Australia,Sémillon,20.86
White,88,Israel,Chardonnay,23.67
White,87,Czech Republic,Rivaner,15
White,83,US,Pinot Gris,14.88
White,83,France,Chardonnay,17.11
White,86,Spain,Hondarrabi Zuri,20.67
White,89,France,Rolle,25.33
White,91,France,Sauvignon Blanc,35.68
White,83,Chile,Gewürztraminer,12
White,87,US,Chardonnay,23.48
White,81,US,Gewürztraminer,13.29
White,84,US,Cabernet Sauvignon,27.5
White,84,Portugal,Portuguese White,10.4
White,89,Portugal,Siria,13
White,93,France,Melon,26.43
White,94,US,Trousseau Gris,26
White,91,Italy,Friulano,29.17
White,85,Chile,Cabernet Sauvignon,6
White,88,Italy,Kerner,23.25
White,86,France,Rhône-style White Blend,19.93
White,83,Italy,Vernaccia,16
White,83,Australia,White Blend,9
White,86,Austria,Pinot Blanc,18.2
White,81,South Africa,Chenin Blanc,NULL
White,90,Italy,Arneis,20.5
White,82,US,Verdelho,15
White,88,US,Grüner Veltliner,20.65
White,86,Australia,Merlot,11
White,87,US,Fumé Blanc,16
White,87,Italy,Riesling,19.6
White,86,South Africa,Steen,7
White,91,France,Rhône-style White Blend,50.54
White,85,Portugal,Loureiro,9.67
White,84,US,Gewürztraminer,15.04
White,82,Australia,White Blend,14.4
White,87,Greece,Chardonnay,27.75
