category,rating,country,varietal,average_price
Red,92,France,Mourvèdre,32
Red,89,Slovenia,Cabernet Sauvignon,41
Red,89,Argentina,Malbec-Syrah,35
Red,89,US,G-S-M,33.89
Red,83,Chile,Cabernet Sauvignon-Syrah,12
Red,87,Italy,Sangiovese,31.55
Red,93,Italy,Pinot Nero,36
Red,85,Chile,Syrah,16.89
Red,83,Chile,Sauvignon Blanc,13
Red,84,Australia,Chardonnay,9
Red,91,US,Cabernet Sauvignon-Carmenère,85
Red,89,Chile,Syrah-Merlot,20
Red,86,South Africa,Merlot-Cabernet Sauvignon,10.25
Red,92,Australia,Shiraz-Grenache,52.33
Red,92,South Africa,Pinot Noir,52.67
Red,97,Spain,Tempranillo Blend,132.5
Red,87,South Africa,Cabernet Sauvignon,20.7
Red,82,US,Zinfandel,21.86
Red,87,Hungary,Merlot,77
Red,85,France,Merlot-Cabernet Sauvignon,17.6
Red,87,Argentina,Bonarda,15.04
Red,85,Spain,Tempranillo Blend,19.17
Red,89,Spain,Tinta Fina,30.75
Red,83,US,Gamay,15
Red,90,US,Grenache Blend,39
Red,85,Argentina,Red Blend,20.12
Red,91,Italy,Carignano,44.56
Red,82,US,Syrah-Petite Sirah,24
Red,87,Italy,Piedirosso,19.9
Red,91,Canada,Syrah,36
Red,84,Macedonia,Red Blend,12
Red,84,US,Barbera,22.94
Red,93,Italy,Nero d'Avola,74
Red,92,US,Cabernet-Syrah,26
Red,83,Chile,Merlot,11.35
Red,83,Australia,Cabernet Sauvignon-Shiraz,10.83
Red,95,South Africa,Pinot Noir,50
Red,90,Chile,Cabernet Blend,36.43
Red,96,Argentina,Malbec,102.25
Red,82,South Africa,Merlot-Shiraz,11
Red,88,South Africa,Cinsault,20
Red,88,Italy,Prugnolo Gentile,41.93
Red,95,US,Syrah-Grenache,36
Red,93,Argentina,Cabernet Sauvignon,88
Red,89,Chile,Carmenère-Cabernet Sauvignon,18.5
Red,87,Chile,Malbec,14.79
Red,94,Spain,Tinto del Pais,183.5
Red,92,Israel,Carignan,48
Red,90,Italy,Sagrantino,57
Red,86,US,Mourvèdre,31.35
Red,88,Switzerland,Pinot Noir,160
Red,87,Chile,Sangiovese,22
Red,82,Italy,Negroamaro,16
Red,86,US,Zinfandel,23.98
Red,89,Moldova,Cabernet Sauvignon-Merlot,15
Red,95,Argentina,Malbec,87.14
Red,85,Portugal,Syrah,21.75
Red,83,Austria,Blaufränkisch,22
Red,87,Italy,Cabernet Sauvignon-Merlot,78
Red,87,US,Pinot Noir,35.26
Red,91,Argentina,Meritage,45
Red,94,US,Merlot,55.38
Red,81,Spain,Viura,12
Red,90,Chile,Malbec,38.14
Red,90,Israel,Malbec,35
Red,86,Italy,Pinot Noir,16.71
Red,88,South Africa,Mourvèdre,20
Red,93,US,Syrah-Mourvèdre,55
Red,86,Italy,Cabernet Sauvignon-Sangiovese,10
Red,90,New Zealand,Cabernet Sauvignon,40
Red,80,US,Grenache,38
Red,85,Portugal,Touriga Nacional Blend,12
Red,85,Spain,Cabernet Sauvignon,28.2
Red,91,Australia,Rhône-style Red Blend,25.8
Red,84,Spain,Bobal,12.75
Red,82,Argentina,Bonarda,13.4
Red,92,US,Cabernet Blend,71.67
Red,87,Spain,Tinto Fino,20
Red,88,Uruguay,Tannat-Merlot,17
Red,85,Israel,Shiraz,26.33
Red,83,Argentina,Malbec,14.77
Red,92,US,Mourvèdre,39.33
Red,82,Peru,Red Blend,24
Red,86,Australia,Sauvignon Blanc,17
Red,83,US,Charbono,28
Red,80,Argentina,Syrah-Cabernet,10
Red,87,Spain,Cencibel,10
Red,86,Portugal,Red Blend,16.11
Red,89,US,Cabernet Franc-Merlot,36.4
Red,91,Portugal,Portuguese Red,28.7
Red,93,Israel,Shiraz,17
Red,89,Israel,Shiraz,20.33
Red,91,Portugal,Touriga Franca,31.5
Red,90,US,Cabernet Sauvignon-Malbec,28
Red,88,Argentina,Malbec-Syrah,18
Red,86,Spain,Shiraz,6
Red,88,Italy,Refosco,31
Red,85,US,Baco Noir,26
Red,90,US,Barbera,28.92
Red,87,Chile,Red Blend,25.52
Red,91,Chile,Malbec-Carménère,57.5
Red,91,US,Syrah-Cabernet Sauvignon,54
Red,87,Australia,Syrah-Cabernet,29
Red,90,Spain,Prieto Picudo,47
Red,94,US,Sangiovese,42.5
Red,91,Canada,Meritage,45
Red,92,Australia,Bordeaux-style Red Blend,80
Red,88,Argentina,Malbec Blend,23
Red,90,Argentina,Shiraz-Malbec,16
Red,86,US,Charbono,18.25
Red,92,Portugal,Trincadeira,22
Red,86,France,Merlot,14.87
Red,88,Spain,Grenache,15.5
Red,90,Hungary,Pinot Noir,25
Red,86,Portugal,Alicante Bouschet,13
Red,85,US,Grenache-Syrah,30.75
Red,85,US,Tempranillo,28.86
Red,86,Italy,Colorino,40
Red,91,Greece,Bordeaux-style Red Blend,23
Red,87,Turkey,Kalecik Karasi,15
Red,89,Spain,Bobal,24.25
Red,84,Italy,Barbera,20.14
Red,90,Israel,Carignan,48.33
Red,80,US,Bordeaux-style Red Blend,38
Red,86,Italy,Aglianico,24.49
Red,89,Germany,Dornfelder,20
Red,83,Israel,Cabernet Sauvignon-Merlot,59.5
Red,88,Moldova,Red Blend,22.5
Red,91,Israel,Syrah,47.14
Red,88,US,Nebbiolo,30.43
Red,83,Greece,Cabernet Sauvignon,13
Red,86,South Africa,Merlot-Shiraz,18
Red,80,Spain,Monastrell,15
Red,82,US,Syrah,26.69
Red,93,Spain,Tempranillo-Garnacha,NULL
Red,82,Spain,Syrah,17.5
Red,90,France,Gamay,23.37
Red,86,Spain,Cencibel,11
Red,81,Chile,Red Blend,23
Red,87,US,Graciano,24.5
Red,87,Israel,Merlot,31.3
Red,90,US,Malbec,36.27
Red,87,Greece,Xinomavro,22.61
Red,87,US,Blaufränkisch,35.75
Red,90,Greece,Cabernet Sauvignon-Merlot,35
Red,84,Croatia,Blaufränkisch,13
Red,81,Israel,Tempranillo,22
Red,87,France,Cabernet Blend,20
Red,85,US,Cinsault,15
Red,89,Portugal,Aragonez,45
Red,81,New Zealand,Pinot Noir,22.6
Red,94,US,Graciano,48
Red,82,Moldova,Saperavi,13
Red,87,Chile,Carmenère-Cabernet Sauvignon,15
Red,94,Italy,Cabernet Sauvignon,143
Red,85,Argentina,Cabernet Sauvignon-Syrah,9
Red,82,France,Gamay Noir,9
Red,86,US,Cabernet Sauvignon-Malbec,85
Red,84,Italy,Negroamaro,15.2
Red,82,South Africa,Red Blend,14
Red,85,South Africa,Bordeaux-style Red Blend,22
Red,85,Italy,Lambrusco,15.5
Red,85,Spain,Monastrell-Cabernet Sauvignon,15
Red,90,US,Syrah-Petite Sirah,44.33
Red,84,Chile,Cabernet Franc,22.4
Red,89,US,Merlot-Cabernet Franc,41.25
Red,88,US,Lemberger,18.06
Red,89,New Zealand,Merlot-Malbec,20
Red,87,Argentina,Cabernet Sauvignon-Merlot,32.5
Red,88,Portugal,Red Blend,20.61
Red,87,Italy,Cortese,18
Red,87,Portugal,Trincadeira,21.83
Red,91,France,Red Blend,27.05
Red,85,South Africa,Syrah,19.25
Red,81,Chile,Carmenère,11.4
Red,89,US,Grenache,32.77
Red,89,Moldova,Red Blend,22.75
Red,91,Spain,Bordeaux-style Red Blend,85.5
Red,90,Israel,Red Blend,35.44
Red,90,Italy,Piedirosso,30
Red,88,Australia,Cabernet Blend,20.33
Red,82,US,Merlot,18.48
Red,90,Austria,Red Blend,37.11
Red,87,Italy,Tempranillo,18
Red,87,Germany,Dornfelder,12.6
Red,87,Israel,Cabernet Franc,25
Red,88,Spain,Cabernet Blend,67.33
Red,85,US,Touriga Franca,22
Red,85,Italy,Pinot Noir,10
Red,87,Macedonia,Pinot Noir,15
Red,97,Spain,Tempranillo,150.75
Red,86,Turkey,Okuzgozu,20
Red,90,Hungary,Bordeaux-style Red Blend,43.5
Red,93,France,Malbec,64.32
Red,85,US,Nero d'Avola,36
Red,88,Italy,Sangiovese Grosso,50.35
Red,81,Italy,Gaglioppo,10
Red,86,France,Bordeaux-style Red Blend,20.15
Red,87,Italy,Shiraz,16.5
Red,100,US,Bordeaux-style Red Blend,450
Red,89,Argentina,Tempranillo,14.25
Red,90,US,Sparkling Blend,21
Red,88,Canada,Pinot Noir,23.17
Red,82,Slovenia,Pinot Noir,15
Red,89,Croatia,Merlot,28
Red,89,France,Cabernet Sauvignon-Syrah,14.5
Red,87,Greece,Mavroudi,12
Red,86,US,Lemberger-Cabernet,14
Red,86,US,Cabernet Franc,30.92
Red,96,Spain,Tempranillo,161
Red,87,Austria,Cabernet Merlot,NULL
Red,84,France,Merlot-Cabernet Sauvignon,11.5
Red,86,Italy,Barbera,18.85
Red,87,Argentina,Petit Verdot,29.67
Red,81,Chile,Merlot,11.79
Red,94,New Zealand,Red Blend,35
Red,89,Uruguay,Cabernet Sauvignon,22
Red,86,US,Syrah-Grenache,31.14
Red,89,Portugal,Touriga Nacional Blend,24
Red,83,Argentina,Syrah,14.88
Red,89,Canada,Cabernet Franc,27.75
Red,86,Italy,Nerello Mascalese,32.75
Red,82,Italy,Frappato,11
Red,89,Argentina,Malbec-Bonarda,20
Red,84,Turkey,Red Blend,14
Red,90,US,Teroldego,18
Red,90,US,Cabernet Blend,72.25
Red,87,France,Rhône-style White Blend,50
Red,81,Spain,Garnacha,12.95
Red,82,US,Cabernet Blend,34
Red,90,US,Cabernet Franc-Malbec,22
Red,87,Spain,Petit Verdot,72.25
Red,89,Israel,Merlot,21.83
Red,86,South Africa,Shiraz-Mourvèdre,20
Red,90,Italy,Schiava,24
Red,89,US,Petit Verdot,36.69
Red,82,Uruguay,Shiraz,9
Red,90,Chile,Shiraz,43
Red,84,Chile,Chardonnay,10
Red,91,Portugal,Cabernet Sauvignon,50
Red,95,Australia,Red Blend,95
Red,92,Canada,Syrah,75
Red,89,South Africa,Cinsault,15
Red,81,Chile,Pinot Noir,14
Red,92,Italy,Bordeaux-style Red Blend,80
Red,91,US,Grignolino,23
Red,88,Spain,Garnacha Tintorera,11
Red,82,US,Merlot-Cabernet Franc,40
Red,88,France,G-S-M,15
Red,81,Argentina,Tannat,10
Red,96,Germany,Spätburgunder,153.33
Red,100,Italy,Merlot,460
Red,87,Italy,Dolcetto,17.77
Red,85,France,Poulsard,25
Red,84,Argentina,Sangiovese,10
Red,88,France,Grenache-Syrah,23.58
Red,85,Argentina,Merlot,12.47
Red,86,France,Grenache-Syrah,17.71
Red,93,Germany,Trollinger,22
Red,84,Italy,Cabernet Franc,16
Red,90,Spain,Tinta de Toro,32.09
Red,89,US,Bordeaux-style Red Blend,43.66
Red,91,Uruguay,Red Blend,55
Red,81,France,Merlot,9.67
Red,88,France,Bordeaux-style White Blend,20
Red,89,US,Zinfandel,27.56
Red,89,Portugal,Syrah,25.64
Red,91,US,Baco Noir,25
Red,88,Spain,Merlot,12
Red,87,Argentina,Malbec-Cabernet Sauvignon,15
Red,84,Peru,Cabernet Sauvignon-Syrah,17
Red,85,Italy,Grignolino,17
Red,82,Australia,Malbec,15
Red,84,Chile,Carmenère,12.93
Red,88,Italy,Vespolina,25
Red,83,Spain,Tinto del Pais,17.29
Red,88,Germany,Pinot Noir,25.47
Red,95,Italy,Cabernet Sauvignon-Merlot,50
Red,91,Greece,Agiorgitiko,27.67
Red,81,Argentina,Malbec-Merlot,10
Red,90,Argentina,Malbec-Cabernet Sauvignon,32.33
Red,92,Spain,Tinta del Toro,20
Red,85,Spain,Cabernet Sauvignon-Merlot,14
Red,84,Italy,Cabernet,12.5
Red,93,Argentina,Petit Verdot,39
Red,88,Hungary,Kekfrankos,23.67
Red,87,Italy,Canaiolo,17
Red,83,Portugal,Cabernet Sauvignon,13
Red,83,New Zealand,Merlot,19
Red,86,US,Cabernet Franc-Lemberger,20
Red,87,France,Gamay Noir,17.5
Red,84,Spain,Cabernet Sauvignon,14.55
Red,93,Italy,Red Blend,70.65
Red,94,Spain,Garnacha,107
Red,80,Spain,Mencía,42.5
Red,87,Italy,Syrah,21.56
Red,89,Czech Republic,Red Blend,45
Red,88,France,Malbec Blend,NULL
Red,90,Israel,Syrah-Mourvèdre,36.67
Red,88,Canada,Bordeaux-style Red Blend,23
Red,92,Italy,Red Blend,59.66
Red,93,US,Malbec,47.34
Red,91,US,Pinot Noir,48.47
Red,88,Portugal,Encruzado,18
Red,88,Chile,Shiraz,21.33
Red,89,Spain,Merlot,16
Red,81,South Africa,Pinotage,12.5
Red,89,Australia,Sparkling Blend,20
Red,85,US,Touriga Nacional,24
Red,86,US,Syrah,28.2
Red,84,Romania,Pinot Noir,9
Red,85,Spain,Carineña,10
Red,83,Argentina,Tannat,9
Red,92,Portugal,Red Blend,38.6
Red,87,Greece,Bordeaux-style Red Blend,28
Red,92,US,Malbec,44.6
Red,90,Austria,St. Laurent,26.75
Red,83,France,Syrah,15.91
Red,83,Chile,Cabernet Blend,15
Red,89,Slovenia,Cabernet Sauvignon-Merlot,44
Red,87,Spain,Garnacha Tintorera,15
Red,86,Argentina,Viognier,12
Red,94,Australia,Mataro,110
Red,91,US,Mourvèdre,37.11
Red,85,Italy,Zinfandel,NULL
Red,94,Italy,Grenache,50
Red,85,Spain,Verdejo,14
Red,89,Australia,Durif,23
Red,84,Argentina,Tempranillo Blend,8
Red,88,Australia,Shiraz-Malbec,15.5
Red,89,Spain,Garnacha-Monastrell,16
Red,82,Uruguay,Merlot,7
Red,94,Australia,Pinot Noir,35
Red,82,US,Gamay Noir,20
Red,89,Chile,Cabernet Franc-Carmenère,55
Red,91,Croatia,Red Blend,90
Red,90,France,Sciaccerellu,70
Red,82,Germany,Spätburgunder,50
Red,90,South Africa,Sauvignon Blanc,15
Red,89,Austria,Austrian Red Blend,28.55
Red,82,Argentina,Malbec-Syrah,19
Red,84,Greece,Xinomavro,23
Red,86,Spain,Bobal,14
Red,81,Australia,Pinot Grigio,8
Red,94,France,Champagne Blend,21
Red,86,Chile,Cabernet Franc,14
Red,81,Argentina,Syrah,12
Red,80,Greece,Agiorgitiko,12
Red,86,Italy,Merlot-Syrah,42
Red,86,Spain,Syrah-Grenache,9
Red,96,Italy,Red Blend,170.15
Red,90,France,Cabernet Blend,NULL
Red,83,Argentina,Chardonnay,16
Red,93,US,Pinot Meunier,37
Red,91,Argentina,Tempranillo-Malbec,NULL
Red,88,South Africa,Shiraz-Pinotage,11.33
Red,91,Chile,Merlot,24.14
Red,84,Italy,Corvina,20.29
Red,82,Italy,Sangiovese Grosso,NULL
Red,90,Spain,Graciano,96
Red,94,Italy,Refosco,200
Red,83,Australia,Cabernet Sauvignon,13.54
Red,94,Italy,Nerello Mascalese,78.56
Red,89,Australia,Cabernet Sauvignon-Shiraz,33.11
Red,83,Mexico,Petite Sirah,8
Red,88,Argentina,Cabernet-Syrah,16
Red,85,US,Meritage,40.9
Red,85,Spain,White Blend,8
Red,90,Australia,Cabernet Franc-Merlot,25
Red,95,US,G-S-M,60
Red,82,Georgia,Saperavi,13.67
Red,87,Chile,Cabernet Franc-Carmenère,12
Red,87,US,Grenache,31.97
Red,86,Argentina,Cabernet-Malbec,11
Red,92,Portugal,Petit Verdot,34.75
Red,84,Italy,Grenache,15
Red,85,France,Bordeaux-style Red Blend,18.68
Red,91,Israel,Bordeaux-style Red Blend,47.55
Red,88,Portugal,Petit Verdot,31
Red,84,Italy,Marzemino,17
Red,89,Italy,Sangiovese,45.29
Red,88,France,Rhône-style Red Blend,21.4
Red,91,Italy,Dolcetto,24.88
Red,90,South Africa,Grenache Noir,28
Red,87,Greece,Syrah,46
Red,90,Italy,Teroldego,39.67
Red,86,Hungary,Cabernet Sauvignon,25
Red,83,Spain,Grenache Blend,17.5
Red,81,US,Malbec,23.33
Red,94,Argentina,Cabernet Sauvignon,50
Red,86,France,Pinot Noir,31.61
Red,87,Greece,Assyrtico,30
Red,91,France,Tannat-Cabernet Franc,26.67
Red,88,Australia,Grenache,31.92
Red,84,Croatia,Red Blend,20
Red,91,New Zealand,Syrah,55.22
Red,87,Spain,Mazuelo,21
Red,96,France,Pinot Noir,374.18
Red,93,US,Tempranillo,49.69
Red,88,Italy,Frappato,17.42
Red,89,US,Red Blend,32.57
Red,89,Argentina,Malbec,25.73
Red,87,US,Cabernet-Syrah,20
Red,80,US,Rhône-style Red Blend,27.6
Red,86,France,Duras,16
Red,85,France,Mondeuse,20
Red,91,US,Syrah-Petite Sirah,39.25
Red,97,Italy,Nebbiolo,133.02
Red,91,Portugal,Rhône-style Red Blend,30
Red,84,US,Garnacha,19
Red,89,Greece,Red Blend,34
Red,88,US,White Blend,12.5
Red,88,Italy,Teroldego,17.75
Red,85,Uruguay,Merlot,14.5
Red,85,Romania,Red Blend,11
Red,87,Spain,Tempranillo-Shiraz,12
Red,89,Australia,Shiraz-Mourvèdre,18.5
Red,90,US,Syrah-Cabernet Sauvignon,43.5
Red,90,France,Tannat-Cabernet Franc,22.29
Red,81,China,Cabernet Sauvignon,27
Red,89,US,Cabernet Sauvignon-Merlot,41
Red,88,Turkey,Okuzgozu,19.67
Red,84,France,Rhône-style Red Blend,15.83
Red,87,Italy,White Blend,10
Red,83,Argentina,Cabernet Sauvignon-Shiraz,11.5
Red,90,Italy,Frappato,24.56
Red,86,Hungary,Cabernet Franc,75
Red,85,Chile,Carmenère,12.89
Red,87,Spain,Merlot,13.8
Red,90,Greece,Tsapournakos,27
Red,90,Spain,Cabernet Sauvignon-Merlot,18.5
Red,89,Chile,Bordeaux-style Red Blend,41.36
Red,86,France,Grenache Noir,9
Red,91,Lebanon,Syrah-Cabernet Sauvignon,35
Red,84,France,Cabernet Sauvignon-Cabernet Franc,NULL
Red,88,US,Cabernet Blend,45.71
Red,85,Chile,Bordeaux-style Red Blend,23
Red,92,Argentina,Pinot Noir,155
Red,89,Australia,Pinot Noir,28.62
Red,80,South Africa,Pinotage,26
Red,90,Spain,Mencía,31.14
Red,92,Chile,Cabernet Blend,108.4
Red,88,Greece,Agiorgitiko,29
Red,94,Argentina,Cabernet Sauvignon-Malbec,124
Red,84,Portugal,Red Blend,9.46
Red,82,Australia,Shiraz-Viognier,12
Red,87,US,Cabernet Sauvignon-Tempranillo,18
Red,84,Chile,Cabernet Sauvignon-Merlot,12
Red,88,Israel,Cabernet Sauvignon-Merlot-Shiraz,36
Red,82,Israel,Merlot-Argaman,14
Red,82,Argentina,Merlot,10.9
Red,90,France,Malbec-Merlot,26.33
Red,83,Greece,Xinomavro,26
Red,84,France,Pinot Noir-Gamay,17
Red,85,Spain,Tinto del Pais,22.8
Red,85,Australia,Zinfandel,33
Red,92,Italy,Pinot Nero,38.75
Red,90,Italy,Nero di Troia,40.67
Red,82,US,Syrah-Cabernet,30.5
Red,86,Portugal,Aragonês,15
Red,87,Mexico,Bordeaux-style Red Blend,52
Red,82,US,Cabernet Merlot,12.5
Red,91,Chile,Merlot-Cabernet Sauvignon,15
Red,84,US,Chambourcin,16
Red,95,France,Rhône-style Red Blend,105.69
Red,90,US,Garnacha,30.5
Red,84,Bulgaria,Mavrud,16
Red,82,Australia,Pinot Noir,20
Red,94,France,Syrah,125.39
Red,94,US,Shiraz,74
Red,90,Germany,Red Blend,21
Red,80,US,Cabernet Franc,24.8
Red,85,Peru,Red Blend,68
Red,87,US,Sangiovese,26.93
Red,86,US,Merlot-Cabernet Sauvignon,27
Red,93,Italy,Cabernet Franc,97
Red,85,Chile,Cabernet Franc,19
Red,88,South Africa,Red Blend,20.45
Red,87,Australia,Grenache-Syrah,20
Red,85,South Africa,Merlot-Cabernet Sauvignon,12.33
Red,91,Italy,Pinot Nero,37.9
Red,90,France,Merlot-Cabernet Franc,20
Red,90,Austria,Cabernet Sauvignon-Merlot,60
Red,90,US,Alicante Bouschet,36
Red,82,Italy,Montepulciano,16.75
Red,86,US,Cabernet Merlot,9
Red,82,Spain,Monastrell-Syrah,12
Red,84,Argentina,Tannat,39
Red,85,US,Shiraz,14.18
Red,94,US,Meritage,55
Red,89,Australia,Rhône-style Red Blend,30.15
Red,93,US,Cabernet Sauvignon,79.92
Red,84,Israel,Pinot Noir,14.67
Red,89,Spain,Garnacha Blend,28
Red,87,Portugal,Merlot,15
Red,84,Portugal,Portuguese Red,11.96
Red,89,Australia,Merlot-Cabernet Franc,40
Red,88,Italy,Tempranillo,44
Red,99,US,Red Blend,290
Red,82,Italy,Cabernet Sauvignon,12.25
Red,89,US,Pinot Noir,41.74
Red,89,US,Syrah-Petite Sirah,45.33
Red,91,Spain,Carignan,79.33
Red,84,US,Freisa,18
Red,86,South Africa,Cabernet Blend,12.33
Red,88,South Africa,Rhône-style Red Blend,18
Red,85,US,Carignane,18.5
Red,83,Austria,Zweigelt,18.33
Red,91,Spain,Merlot,27.5
Red,89,Australia,Riesling,18
Red,93,Italy,Merlot,147.47
Red,87,France,Cabernet,20
Red,88,Australia,Dolcetto,42
Red,94,South Africa,Rhône-style Red Blend,NULL
Red,89,US,Touriga Nacional,42
Red,83,Australia,Shiraz,13.16
Red,89,Australia,Merlot,33.44
Red,90,Italy,Schioppettino,40
Red,87,Georgia,Red Blend,10
Red,87,US,Rhône-style Red Blend,30.08
Red,84,Chile,Cabernet Blend,14
Red,81,Brazil,Merlot,15
Red,86,US,Blaufränkisch,21
Red,85,Portugal,Red Blend,13.35
Red,82,Spain,Cabernet Sauvignon,12.25
Red,91,Spain,Merlot-Syrah,30
Red,82,US,Pinotage,20
Red,89,New Zealand,Merlot-Cabernet Franc,39
Red,98,Spain,Tempranillo Blend,480
Red,81,US,Syrah-Cabernet,39
Red,86,Hungary,Pinot Noir,28
Red,87,US,Sauvignon Blanc,18.6
Red,81,Italy,Piedirosso,20
Red,89,Australia,Bordeaux-style Red Blend,44.71
Red,92,US,Bordeaux-style Red Blend,65.41
Red,90,Italy,Red Blend,44.14
Red,91,Italy,Nerello Mascalese,50.85
Red,93,Italy,Teroldego,48
Red,86,US,Valdiguié,22.67
Red,89,Italy,Primitivo,25.06
Red,89,US,Syrah-Cabernet Sauvignon,40.33
Red,93,France,Grenache,89.5
Red,87,France,Bordeaux-style Red Blend,21.41
Red,90,Argentina,Pinot Noir,47.33
Red,91,Italy,Syrah,68.55
Red,99,Italy,Red Blend,217.5
Red,92,US,Cabernet Franc-Merlot,34
Red,85,US,Cabernet Sauvignon,29.63
Red,93,US,Tannat,47.5
Red,85,Spain,Godello,12
Red,90,US,Carignane,29.67
Red,86,Chile,Cabernet Sauvignon-Merlot,10.6
Red,84,US,Merlot-Cabernet Sauvignon,18.25
Red,85,Greece,Xinomavro,19.6
Red,92,France,Tannat,23.88
Red,86,Chile,Cinsault,23
Red,94,Italy,Red Blend,91.1
Red,84,Portugal,Merlot,30
Red,87,France,Tannat-Merlot,10
Red,90,Chile,Cabernet Sauvignon-Syrah,27.67
Red,92,Austria,Zweigelt,30.83
Red,83,Peru,Red Blend,13
Red,81,Argentina,Cabernet Sauvignon,11.29
Red,81,Italy,Montepulciano,6
Red,91,Argentina,Cabernet Franc-Malbec,55
Red,89,US,Meritage,35.31
Red,84,Israel,Red Blend,37.5
Red,81,Argentina,Bonarda,13
Red,84,South Africa,Shiraz,13.77
Red,90,New Zealand,Bordeaux-style Red Blend,32.09
Red,84,Chile,Malbec-Syrah,11.5
Red,89,Italy,Piedirosso,24
Red,90,Austria,Merlot,50
Red,87,South Africa,Shiraz-Cabernet Sauvignon,17.5
Red,85,Portugal,Tinta Miúda,14
Red,94,Canada,Syrah,45
Red,82,Spain,Tempranillo-Syrah,12
Red,86,Israel,Cabernet Franc,29
Red,89,Australia,Grenache Blend,22
Red,85,South Africa,Pinotage,13.77
Red,92,US,Mourvèdre-Syrah,60
Red,84,France,Cabernet Sauvignon,14.25
Red,87,New Zealand,Riesling,15
Red,87,Australia,Shiraz-Cabernet Sauvignon,13.71
Red,92,Australia,Red Blend,48.75
Red,83,US,Petite Sirah,20.98
Red,88,Portugal,Maria Gomes,20
Red,83,Italy,Barbera,19.69
Red,80,US,Alvarelhão,19
Red,87,France,G-S-M,18
Red,82,Spain,Tempranillo-Shiraz,10.67
Red,91,US,Blaufränkisch,38
Red,86,Italy,Frappato,19.57
Red,91,France,Merlot,43.14
Red,87,US,Cabernet Sauvignon-Syrah,28.77
Red,93,US,Bordeaux-style Red Blend,79.11
Red,85,Italy,Syrah,12.25
Red,86,Spain,Garnacha-Graciano,15
Red,83,US,Cabernet Sauvignon,23.82
Red,91,US,Cabernet Sauvignon,60.98
Red,82,France,Pinot Noir,21.03
Red,85,Moldova,Red Blend,8
Red,89,Mexico,Tempranillo,36
Red,82,Lebanon,Red Blend,14
Red,93,Austria,Red Blend,46.45
Red,99,France,Syrah,450
Red,86,US,Claret,25.17
Red,92,Argentina,Malbec-Merlot,25
Red,85,US,Carignan,16
Red,90,Austria,Merlot-Cabernet Sauvignon,37
Red,81,Austria,Pinot Noir,26
Red,87,US,Syrah-Mourvèdre,31.67
Red,80,US,Petite Sirah,21.65
Red,90,France,Provence red blend,23.64
Red,89,Portugal,Shiraz,13
Red,85,Italy,Corvina,26.56
Red,91,US,Garnacha,29.8
Red,92,Spain,Tempranillo,65.84
Red,87,Hungary,Kekfrankos,26.33
Red,83,Australia,Cabernet Sauvignon-Merlot,13.25
Red,89,Chile,Carmenère-Syrah,30
Red,91,France,Mourvèdre,34
Red,86,Italy,Cabernet Sauvignon,26.64
Red,91,France,Grenache-Mourvèdre,35
Red,89,US,Zweigelt,18
Red,89,France,Merlot-Cabernet Sauvignon,13
Red,88,Romania,Red Blend,18
Red,88,France,Grenache-Carignan,21
Red,93,Germany,Lemberger,45
Red,85,US,Moscato,20
Red,89,Spain,Tempranillo-Garnacha,15
Red,90,Australia,Bordeaux-style Red Blend,53.06
Red,90,Italy,Cabernet Sauvignon-Merlot,40.5
Red,98,Spain,Red Blend,440
Red,86,Bulgaria,Pinot Noir,9
Red,86,US,Cabernet Blend,32.8
Red,82,Chile,Carmenère,11.68
Red,98,France,Syrah,450
Red,90,Germany,Pinot Noir,26.67
Red,85,Italy,Primitivo-Susumaniello,22
Red,92,Mexico,Red Blend,54
Red,86,Australia,Cabernet Merlot,20.5
Red,88,Portugal,Alvarelhão,24
Red,88,Israel,Merlot,23.88
Red,83,Romania,Red Blend,20
Red,86,Italy,Primitivo,15.82
Red,91,US,Carignane,20.33
Red,84,France,White Blend,15
Red,84,Argentina,Shiraz,8.83
Red,87,US,Carignane,22.83
Red,83,France,Cabernet Franc,16.67
Red,81,Italy,Merlot,15.5
Red,90,Portugal,Jaen,27.5
Red,88,US,Cabernet Sauvignon-Sangiovese,40
Red,83,Spain,Forcallà,27
Red,84,South Africa,Pinot Noir,28.5
Red,96,US,Cabernet Sauvignon,134.2
Red,86,Israel,Barbera,30
Red,91,Australia,Cabernet Sauvignon-Shiraz,50.86
Red,89,Hungary,Syrah,27.5
Red,89,Chile,Sauvignon Blanc,13
Red,87,US,Cabernet Franc-Merlot,33
Red,80,Argentina,Red Blend,10
Red,83,Italy,Negroamaro,10.5
Red,92,Spain,Babosa Negro,45
Red,93,Italy,Cabernet Sauvignon,79.44
Red,85,Uruguay,Pinot Noir,30
Red,91,Spain,Carignan-Syrah,69
Red,90,US,Cinsault,32
Red,96,Australia,Cabernet-Shiraz,150
Red,88,US,Baco Noir,22.67
Red,89,Spain,Monastrell-Syrah,31.5
Red,85,US,Merlot-Cabernet Sauvignon,49.25
Red,82,Montenegro,Vranec,10
Red,81,Macedonia,Red Blend,12
Red,84,US,Aglianico,26.33
Red,91,Uruguay,Petit Verdot,30
Red,88,Slovenia,Bordeaux-style Red Blend,15
Red,86,Portugal,Castelão,10.5
Red,89,Argentina,Syrah-Viognier,50
Red,86,US,Lemberger,19.1
Red,87,Croatia,Traminer,13
Red,90,Bulgaria,Red Blend,33.6
Red,89,Spain,Syrah-Merlot,20
