"category","rating","country","average_price"
"Red","83","Hungary","                23.29"
"Red","83","Israel","                28.21"
"Red","83","Italy","                18.24"
"Red","83","Lebanon","                30.25"
"Red","83","Macedonia","                12.00"
"Red","83","Mexico","                21.38"
"Red","83","Moldova","                11.33"
"Red","83","New Zealand","                22.31"
"Red","83","Peru","                13.00"
"Red","83","Portugal","                10.95"
"Red","83","Romania","                12.47"
"Red","83","South Africa","                14.04"
"Red","83","Spain","                16.41"
"Red","83","Switzerland","                38.00"
"Red","83","Uruguay","                18.15"
"Red","83","US","                23.27"
"Red","83",NULL,NULL
"Red","84","Argentina","                14.53"
"Red","84","Australia","                16.35"
"Red","84","Austria","                18.47"
"Red","84","Brazil","                17.50"
"Red","84","Bulgaria","                11.00"
"Red","84","Canada","                33.50"
"Red","84","Chile","                13.48"
"Red","84","Croatia","                15.00"
"Red","84","Cyprus","                11.50"
"Red","84","France","                18.13"
"Red","84","Georgia","                21.25"
"Red","84","Germany","                35.33"
"Red","84","Global","                59.00"
"Red","84","Greece","                18.04"
"Red","84","Hungary","                32.67"
"Red","84","Israel","                27.00"
"Red","84","Italy","                20.69"
"Red","84","Lebanon","                19.00"
"Red","84","Macedonia","                14.33"
"Red","84","Mexico","                33.63"
"Red","84","Moldova","                15.33"
"Red","84","New Zealand","                23.89"
"Red","84","Peru","                17.00"
"Red","84","Portugal","                12.47"
"Red","84","Romania","                13.38"
"Red","84","South Africa","                14.27"
"Red","84","Spain","                17.50"
"Red","84","Turkey","                14.00"
"Red","84","Ukraine","                 7.00"
"Red","84","Uruguay","                22.39"
"Red","84","US","                25.10"
"Red","85","Argentina","                14.97"
"Red","85","Australia","                18.23"
"Red","85","Austria","                19.69"
"Red","85","Bosnia and Herzegovina","                13.00"
"Red","85","Brazil","                30.64"
"Red","85","Bulgaria","                 9.40"
"Red","85","Canada","                23.88"
"Red","85","Chile","                14.35"
"Red","85","Croatia","                28.00"
"Red","85","Cyprus","                16.00"
"Red","85","Czech Republic","                18.00"
"Red","85","France","                18.29"
"Red","85","Georgia","                12.00"
"Red","85","Germany","                22.53"
"Red","85","Greece","                20.40"
"Red","85","Hungary","                25.80"
"Red","85","Israel","                24.49"
"Red","85","Italy","                23.23"
"Red","85","Lebanon","                50.00"
"Red","85","Macedonia","                25.00"
"Red","85","Mexico","                32.80"
"Red","85","Moldova","                14.25"
"Red","85","New Zealand","                24.42"
"Red","85","Peru","                28.50"
"Red","85","Portugal","                12.20"
"Red","85","Romania","                 8.60"
"Red","85","Slovenia","                 7.00"
"Red","85","South Africa","                15.07"
"Red","85","Spain","                17.67"
"Red","85","Tunisia","                 8.00"
"Red","85","Uruguay","                17.86"
"Red","85","US","                26.71"
"Red","86","Argentina","                16.64"
"Red","86","Australia","                20.38"
"Red","86","Austria","                20.30"
"Red","86","Brazil","                38.00"
"Red","86","Bulgaria","                11.36"
"Red","86","Canada","                28.75"
"Red","86","Chile","                15.04"
"Red","86","Croatia","                19.75"
"Red","86","Czech Republic","                15.00"
"Red","86","France","                20.32"
"Red","86","Germany","                24.00"
"Red","86","Greece","                23.89"
"Red","86","Hungary","                37.71"
"Red","86","Israel","                27.52"
"Red","86","Italy","                25.00"
"Red","86","Macedonia","                16.00"
"Red","86","Mexico","                32.00"
"Red","86","Moldova","                23.80"
"Red","86","Morocco","                30.00"
"Red","86","New Zealand","                25.32"
"Red","86","Peru","                22.33"
"Red","86","Portugal","                13.36"
"Red","86","Romania","                10.88"
"Red","86","Serbia","                15.00"
"Red","86","Slovenia","                18.00"
"Red","86","South Africa","                16.91"
"Red","86","Spain","                18.56"
"Red","86","Switzerland","                19.00"
"Red","86","Turkey","                30.20"
"Red","86","Uruguay","                21.53"
"Red","86","US","                30.00"
"Red","86",NULL,"                 9.25"
"Red","87","Argentina","                19.12"
"Red","87","Australia","                23.04"
"Red","87","Austria","                21.69"
"Red","87","Bulgaria","                10.93"
"Red","87","Canada","                31.50"
"Red","87","Chile","                17.51"
"Red","87","Croatia","                22.88"
"Red","87","Cyprus","                16.00"
"Red","87","France","                22.77"
"Red","87","Georgia","                16.71"
"Red","87","Germany","                40.65"
"Red","87","Greece","                25.42"
"Red","87","Hungary","                31.45"
"Red","87","India","                60.00"
"Red","87","Israel","                29.53"
"Red","87","Italy","                29.28"
"Red","87","Lebanon","                20.00"
"Red","87","Macedonia","                15.00"
"Red","87","Mexico","                33.88"
"Red","87","Moldova","                14.00"
"Red","87","Morocco","                18.00"
"Red","87","New Zealand","                26.76"
"Red","87","Portugal","                15.64"
"Red","87","Romania","                12.79"
"Red","87","Serbia","                16.00"
"Red","87","Slovenia","                18.33"
"Red","87","South Africa","                20.60"
"Red","87","Spain","                22.14"
"Red","87","Turkey","                23.00"
"Red","87","Uruguay","                22.67"
"Red","87","US","                32.31"
"Red","87",NULL,"                11.33"
"Red","88","Albania","                20.00"
"Red","88","Argentina","                21.62"
"Red","88","Australia","                27.10"
"Red","88","Austria","                23.06"
"Red","88","Bosnia and Herzegovina","                12.00"
"Red","88","Brazil","                57.50"
"Red","88","Bulgaria","                17.33"
"Red","88","Canada","                32.00"
"Red","88","Chile","                22.08"
"Red","88","China","               110.00"
"Red","88","Croatia","                23.78"
"Red","88","Cyprus","                20.00"
"Red","88","Czech Republic","                19.75"
"Red","88","France","                28.49"
"Red","88","Georgia","                17.77"
"Red","88","Germany","                34.03"
"Red","88","Greece","                31.34"
"Red","88","Hungary","                29.62"
"Red","88","Israel","                32.13"
"Red","88","Italy","                35.91"
"Red","88","Lebanon","                43.00"
"Red","88","Mexico","                27.90"
"Red","88","Moldova","                16.42"
"Red","88","Morocco","                19.33"
"Red","88","New Zealand","                30.44"
"Red","88","Portugal","                18.94"
"Red","88","Romania","                26.75"
"Red","88","Serbia","                21.00"
"Red","88","Slovenia","                20.00"
"Red","88","South Africa","                22.58"
"Red","88","Spain","                26.21"
"Red","88","Switzerland","                92.50"
"Red","88","Turkey","                23.36"
"Red","88","Uruguay","                28.65"
"Red","88","US","                35.29"
"Red","88",NULL,"                20.00"
"Red","89","Argentina","                27.03"
"Red","89","Australia","                32.12"
"Red","89","Austria","                30.18"
"Red","89","Bulgaria","                17.09"
"Red","89","Canada","                38.56"
"Red","89","Chile","                26.62"
"Red","89","China","                18.00"
"Red","89","Croatia","                36.91"
"Red","89","Czech Republic","                45.00"
"Red","89","France","                32.30"
"Red","89","Georgia","                19.67"
"Red","89","Germany","                45.10"
"Red","89","Greece","                28.21"
"Red","89","Hungary","                39.33"
"Red","89","India","                13.00"
"Red","89","Israel","                33.30"
"Red","89","Italy","                43.09"
"Red","89","Lebanon","                19.00"
"Red","89","Macedonia","                16.00"
"Red","89","Mexico","                40.33"
"Red","89","Moldova","                21.00"
"Red","89","Morocco","                18.00"
"Red","89","New Zealand","                33.55"
"Red","89","Portugal","                21.99"
"Red","89","Romania","                27.75"
"Red","89","Serbia","                41.00"
"Red","89","Slovenia","                42.67"
"Red","89","South Africa","                26.24"
"Red","89","Spain","                32.56"
"Red","89","Switzerland","               109.40"
"Red","89","Turkey","                27.13"
"Red","89","Uruguay","                31.08"
"Red","89","US","                37.19"
"Red","90","Argentina","                33.37"
"Red","90","Australia","                38.32"
"Red","90","Austria","                29.45"
"Red","90","Bulgaria","                21.57"
"Red","90","Canada","                36.80"
"Red","90","Chile","                33.27"
"Red","90","China","               139.00"
"Red","90","Croatia","                40.80"
"Red","90","France","                40.23"
"Red","90","Georgia","                23.00"
"Red","90","Germany","                38.67"
"Red","90","Greece","                29.38"
"Red","90","Hungary","                33.40"
"Red","90","India","                13.00"
"Red","90","Israel","                37.81"
"Red","90","Italy","                49.63"
"Red","90","Lebanon","                40.00"
"Red","90","Mexico","                53.25"
"Red","90","Moldova","                28.50"
"Red","90","Morocco","                23.60"
"Red","90","New Zealand","                36.82"
"Red","90","Portugal","                24.98"
"Red","90","Romania","                58.00"
"Red","90","Slovenia","                37.25"
"Red","90","South Africa","                34.39"
"Red","90","Spain","                39.43"
"Red","90","Switzerland","                30.00"
"Red","90","Turkey","                25.93"
"Red","90","Uruguay","                41.36"
"Red","90","US","                42.63"
"Red","91","Argentina","                45.64"
"Red","91","Armenia","                24.00"
"Red","91","Australia","                45.90"
"Red","91","Austria","                33.46"
"Red","91","Bulgaria","                40.00"
"Red","91","Canada","                47.39"
"Red","91","Chile","                42.68"
"Red","91","Croatia","                60.00"
"Red","91","France","                43.35"
"Red","91","Georgia","                30.50"
"Red","91","Germany","                34.13"
"Red","91","Greece","                28.10"
"Red","91","Hungary","                70.00"
"Red","91","India","                12.00"
"Red","91","Israel","                40.15"
"Red","91","Italy","                57.76"
"Red","91","Lebanon","                40.00"
"Red","91","Mexico","                74.50"
"Red","91","Moldova","                25.00"
"Red","91","Morocco","                19.50"
"Red","91","New Zealand","                47.23"
"Red","91","Portugal","                29.87"
"Red","91","Slovenia","                62.50"
"Red","91","South Africa","                40.22"
"Red","91","Spain","                48.98"
"Red","91","Turkey","                36.13"
"Red","91","Uruguay","                66.63"
"Red","91","US","                46.68"
"Red","92","Argentina","                58.56"
"Red","92","Armenia","                38.50"
"Red","92","Australia","                54.61"
"Red","92","Austria","                37.51"
"Red","92","Canada","                44.00"
"Red","92","Chile","                63.80"
"Red","92","Croatia","                34.00"
"Red","92","France","                59.11"
"Red","92","Germany","                41.95"
"Red","92","Greece","                30.83"
"Red","92","India","                19.00"
"Red","92","Israel","                42.98"
"Red","92","Italy","                65.20"
"Red","92","Mexico","                54.00"
"Red","92","New Zealand","                52.90"
"Red","92","Portugal","                36.60"
"Red","92","South Africa","                53.66"
"Red","92","Spain","                62.36"
"Red","92","Turkey","                35.33"
"Red","92","Uruguay","                36.50"
"Red","92","US","                53.07"
"Red","93","Argentina","                75.03"
"Red","93","Australia","                77.20"
"Red","93","Austria","                45.51"
"Red","93","Canada","                46.67"
"Red","93","Chile","                83.95"
"Red","93","China","               300.00"
"Red","93","France","                83.84"
"Red","93","Germany","                51.82"
"Red","93","India","                20.00"
"Red","93","Israel","                35.86"
"Red","93","Italy","                76.51"
"Red","93","Morocco","                26.50"
"Red","93","New Zealand","                64.50"
"Red","93","Portugal","                49.24"
"Red","93","South Africa","                71.68"
"Red","93","Spain","                80.63"
"Red","93","Uruguay","               120.00"
"Red","93","US","                60.22"
"Red","94","Argentina","                82.59"
"Red","94","Australia","               107.03"
"Red","94","Austria","                54.09"
"Red","94","Canada","                43.33"
"Red","94","Chile","                86.05"
"Red","94","France","               117.39"
"Red","94","Germany","                59.27"
"Red","94","Israel","                25.00"
"Red","94","Italy","                91.34"
"Red","94","New Zealand","                61.33"
"Red","94","Portugal","                62.01"
"Red","94","South Africa","                70.00"
"Red","94","Spain","               112.15"
"Red","94","US","                72.81"
"Red","95","Argentina","                76.91"
"Red","95","Australia","               175.31"
"Red","95","Austria","                68.87"
"Red","95","Chile","                90.00"
"Red","95","France","               207.69"
"Red","95","Germany","                97.11"
"Red","95","Italy","               114.48"
"Red","95","New Zealand","                89.50"
"Red","95","Portugal","                80.61"
"Red","95","South Africa","               150.00"
"Red","95","Spain","               144.57"
"Red","95","US","                86.03"
"Red","96","Argentina","                91.80"
"Red","96","Australia","               270.78"
"Red","96","Austria","                68.57"
"Red","96","France","               301.65"
"Red","96","Germany","               153.33"
"Red","96","Italy","               134.41"
"Red","96","Portugal","                95.50"
"Red","96","South Africa","               330.00"
"Red","96","Spain","               177.89"
"Red","96","US","               102.50"
"Red","97","Argentina","               120.00"
"Red","97","Australia","               287.50"
"Red","97","Austria","               105.00"
"Red","97","France","               370.02"
"Red","97","Italy","               161.36"
"Red","97","Portugal","               128.75"
"Red","97","Spain","               158.33"
"Red","97","US","               126.49"
"Red","98","Australia","               331.00"
"Red","98","France","               471.25"
"Red","98","Italy","               165.31"
"Red","98","Portugal","               106.00"
"Red","98","Spain","               391.25"
"Red","98","US","               160.73"
"Red","99","Australia","               850.00"
"Red","99","France","              1087.50"
"Red","99","Italy","               279.41"
"Red","99","Portugal","               426.00"
"Red","99","US","               147.00"
"Red","100","France","              1728.09"
"Red","100","Italy","               244.44"
"Red","100","Portugal","               450.00"
"Red","100","Spain","               750.00"
"Red","100","US","               166.11"
"Port/Sherry","80","Portugal","                50.00"
"Port/Sherry","81","Portugal","                39.67"
"Port/Sherry","82","Portugal","                41.42"
"Port/Sherry","82","Spain","                13.00"
"Port/Sherry","82","US","                22.00"
"Port/Sherry","83","Portugal","                41.35"
"Port/Sherry","83","Spain","                16.50"
"Port/Sherry","83","US","                41.11"
"Port/Sherry","84","Portugal","                29.09"
"Port/Sherry","84","Spain","                15.00"
"Port/Sherry","84","US","                28.67"
"Port/Sherry","85","Australia","                13.00"
"Port/Sherry","85","Italy",NULL
"Port/Sherry","85","Portugal","                26.14"
"Port/Sherry","85","South Africa","                16.00"
"Port/Sherry","85","Spain","                21.00"
"Port/Sherry","85","US","                34.77"
"Port/Sherry","86","Australia","                15.50"
"Port/Sherry","86","Portugal","                29.02"
"Port/Sherry","86","South Africa","                30.00"
"Port/Sherry","86","Spain","                15.13"
"Port/Sherry","86","US","                32.53"
"Port/Sherry","87","Australia","                25.00"
"Port/Sherry","87","Israel","                16.00"
"Port/Sherry","87","Italy","                12.50"
"Port/Sherry","87","Portugal","                45.09"
"Port/Sherry","87","South Africa","                 9.00"
"Port/Sherry","87","Spain","                29.12"
"Port/Sherry","87","US","                38.19"
"Port/Sherry","88","Australia","                22.25"
"Port/Sherry","88","France","                24.00"
"Port/Sherry","88","Italy","                13.80"
"Port/Sherry","88","Portugal","                37.90"
"Port/Sherry","88","South Africa","                17.50"
"Port/Sherry","88","Spain","                20.29"
"Port/Sherry","88","US","                34.36"
"Port/Sherry","89","Australia","                24.89"
"Port/Sherry","89","France",NULL
"Port/Sherry","89","Italy",NULL
"Port/Sherry","89","Portugal","                39.11"
"Port/Sherry","89","Spain","                28.96"
"Port/Sherry","89","US","                50.33"
"Port/Sherry","90","Australia","                27.20"
"Port/Sherry","90","France","                30.00"
"Port/Sherry","90","Portugal","                44.32"
"Port/Sherry","90","South Africa",NULL
"Port/Sherry","90","Spain","                27.07"
"Port/Sherry","90","US","                35.33"
"Port/Sherry","91","Australia","                58.33"
"Port/Sherry","91","Italy",NULL
"Port/Sherry","91","Portugal","                52.18"
"Port/Sherry","91","Spain","                37.03"
"Port/Sherry","91","US","                37.67"
"Port/Sherry","92","Australia","                67.50"
"Port/Sherry","92","Portugal","                79.68"
"Port/Sherry","92","Spain","                47.33"
"Port/Sherry","92","US","                43.71"
"Port/Sherry","93","Australia","               300.00"
"Port/Sherry","93","Portugal","                85.69"
"Port/Sherry","93","Spain","                60.47"
"Port/Sherry","93","US","                38.75"
"Port/Sherry","94","Australia","                86.00"
"Port/Sherry","94","Portugal","               117.36"
"Port/Sherry","94","Spain","                42.73"
"Port/Sherry","94","US","                48.00"
"Port/Sherry","95","Australia","               185.00"
"Port/Sherry","95","Portugal","               131.93"
"Port/Sherry","95","Spain","               149.00"
"Port/Sherry","95","US","                53.50"
"Port/Sherry","96","Portugal","               211.15"
"Port/Sherry","96","Spain","                30.00"
"Port/Sherry","96","US","                40.00"
"Port/Sherry","97","Australia","                85.00"
"Port/Sherry","97","Portugal","               170.63"
"Port/Sherry","98","Australia","                86.00"
"Port/Sherry","98","Portugal","               280.67"
"Port/Sherry","99","Portugal","               298.71"
"Port/Sherry","100","Portugal","               383.33"
"Fortified","82","France","                19.00"
"Fortified","82","US","                40.00"
"Fortified","83","France","                30.00"
"Fortified","83","Italy","                20.00"
"Fortified","83","US","                50.00"
"Fortified","84","France",NULL
"Fortified","84","US","                40.00"
"Fortified","85","France",NULL
"Fortified","85","US","                33.50"
"Fortified","86","France","                24.00"
"Fortified","86","Italy","                18.00"
"Fortified","86","Portugal",NULL
"Fortified","86","US","                34.00"
"Fortified","87","France","                26.40"
"Fortified","87","Italy","                13.00"
"Fortified","87","Portugal","                14.00"
"Fortified","87","US","                43.25"
"Fortified","88","France","                25.00"
"Fortified","88","Italy","                17.67"
"Fortified","88","Portugal","                11.00"
"Fortified","88","Spain","                38.00"
"Fortified","88","US","                17.00"
"Fortified","89","France","                26.50"
"Fortified","89","Italy","                25.00"
"Fortified","89","US","                22.00"
"Fortified","90","Australia","                16.00"
"Fortified","90","France","                33.88"
"Fortified","90","Italy",NULL
"Fortified","90","Portugal","                61.00"
"Fortified","90","Spain","                65.00"
"Fortified","90","Uruguay","                46.00"
"Fortified","90","US","                35.50"
"Fortified","91","France","                35.00"
"Fortified","91","Italy","                35.00"
"Fortified","91","Portugal","                35.00"
"Fortified","91","US","                19.00"
"Fortified","92","Australia","                78.00"
"Fortified","92","France","                67.50"
"Fortified","92","Portugal","                56.33"
"Fortified","92","US","                65.00"
"Fortified","93","France","               168.00"
"Fortified","93","Portugal","                70.67"
"Fortified","94","Australia","                26.00"
"Fortified","94","Portugal","                62.50"
"Fortified","95","Australia","                85.00"
"Fortified","95","France","               350.00"
"Fortified","95","Portugal","               226.11"
"Fortified","96","France","               380.00"
"Fortified","96","Portugal","               160.00"
"Fortified","97","Australia","               375.00"
"Fortified","98","Australia","               350.00"
"Dessert","80","Argentina","                42.00"
"Dessert","80","Italy","                 9.00"
"Dessert","80","US","                27.00"
"Dessert","81","Australia","                19.00"
"Dessert","81","Austria","                26.50"
"Dessert","81","Germany","                52.00"
"Dessert","81","Greece","                 7.00"
"Dessert","81","US","                21.57"
"Dessert","82","Australia","                19.00"
"Dessert","82","Austria","                42.00"
"Dessert","82","Chile","                19.00"
"Dessert","82","Germany","                28.00"
"Dessert","82","Italy","                16.86"
"Dessert","82","Portugal","                28.00"
"Dessert","82","Spain","                18.00"
"Dessert","82","US","                19.92"
"Dessert","83","Australia","                16.00"
"Dessert","83","Austria","                24.00"
"Dessert","83","Chile","                15.00"
"Dessert","83","Hungary","                20.00"
"Dessert","83","Italy","                15.65"
"Dessert","83","New Zealand","                17.00"
"Dessert","83","US","                26.81"
"Dessert","84","Australia","                17.40"
"Dessert","84","Austria","                22.25"
"Dessert","84","Canada","                47.67"
"Dessert","84","Chile","                15.25"
"Dessert","84","France","                27.80"
"Dessert","84","Germany","               167.00"
"Dessert","84","Greece","                11.00"
"Dessert","84","Israel","                31.00"
"Dessert","84","Italy","                15.81"
"Dessert","84","Portugal","                 8.00"
"Dessert","84","Spain","                23.00"
"Dessert","84","Uruguay","                18.00"
"Dessert","84","US","                24.59"
"Dessert","85","Argentina","                14.33"
"Dessert","85","Australia","                20.67"
"Dessert","85","Austria","                33.60"
"Dessert","85","Canada","                44.17"
"Dessert","85","Chile","                14.00"
"Dessert","85","Cyprus","                13.00"
"Dessert","85","France","                20.88"
"Dessert","85","Germany","                66.50"
"Dessert","85","Greece","                17.86"
"Dessert","85","Hungary","                30.00"
"Dessert","85","Israel","                14.00"
"Dessert","85","Italy","                22.03"
"Dessert","85","Spain","                38.40"
"Dessert","85","Ukraine","                 9.00"
"Dessert","85","US","                24.08"
"Dessert","86","Argentina","                11.67"
"Dessert","86","Australia","                18.67"
"Dessert","86","Austria","                45.00"
"Dessert","86","Canada","                48.71"
"Dessert","86","Chile","                15.71"
"Dessert","86","France","                23.82"
"Dessert","86","Germany","                38.00"
"Dessert","86","Greece","                13.50"
"Dessert","86","Israel","                39.00"
"Dessert","86","Italy","                27.55"
"Dessert","86","New Zealand","                16.50"
"Dessert","86","Portugal",NULL
"Dessert","86","Spain","                14.00"
"Dessert","86","Ukraine","                 9.00"
"Dessert","86","US","                27.62"
"Dessert","87","Argentina","                25.00"
"Dessert","87","Australia","                22.67"
"Dessert","87","Austria","                29.57"
"Dessert","87","Canada","                36.50"
"Dessert","87","Chile","                14.83"
"Dessert","87","Cyprus","                18.00"
"Dessert","87","France","                28.00"
"Dessert","87","Germany","                40.67"
"Dessert","87","Greece","                21.60"
"Dessert","87","Hungary","                37.75"
"Dessert","87","Israel","                25.00"
"Dessert","87","Italy","                32.56"
"Dessert","87","Moldova","                10.00"
"Dessert","87","New Zealand","                30.00"
"Dessert","87","Portugal","                14.40"
"Dessert","87","South Africa","                12.40"
"Dessert","87","Spain","                36.60"
"Dessert","87","Uruguay","                45.00"
"Dessert","87","US","                29.23"
"Dessert","88","Australia","                21.00"
"Dessert","88","Austria","                42.35"
"Dessert","88","Canada","                55.00"
"Dessert","88","Chile","                15.64"
"Dessert","88","Croatia","                15.00"
"Dessert","88","France","                26.35"
"Dessert","88","Germany","                65.25"
"Dessert","88","Greece","                32.50"
"Dessert","88","Hungary","                63.00"
"Dessert","88","Israel","                21.00"
"Dessert","88","Italy","                38.51"
"Dessert","88","Moldova","                42.00"
"Dessert","88","Portugal","                29.71"
"Dessert","88","South Africa","                30.50"
"Dessert","88","Spain","                24.25"
"Dessert","88","US","                28.57"
"Dessert","89","Australia","                16.78"
"Dessert","89","Austria","                37.41"
"Dessert","89","Canada","                62.09"
"Dessert","89","Chile","                14.71"
"Dessert","89","Cyprus","                18.33"
"Dessert","89","France","                34.59"
"Dessert","89","Georgia","                27.00"
"Dessert","89","Germany","                47.38"
"Dessert","89","Greece","                17.00"
"Dessert","89","Hungary","                53.75"
"Dessert","89","Israel","                23.00"
"Dessert","89","Italy","                35.40"
"Dessert","89","Moldova","                10.00"
"Dessert","89","Portugal","                25.00"
"Dessert","89","South Africa","                20.00"
"Dessert","89","Spain","                31.40"
"Dessert","89","US","                31.51"
"Dessert","90","Australia","                21.00"
"Dessert","90","Austria","                41.20"
"Dessert","90","Canada","                60.25"
"Dessert","90","Chile","                22.20"
"Dessert","90","France","                35.50"
"Dessert","90","Germany","               129.67"
"Dessert","90","Greece","                16.50"
"Dessert","90","Hungary","                42.25"
"Dessert","90","Israel","                26.00"
"Dessert","90","Italy","                45.43"
"Dessert","90","Moldova","                31.00"
"Dessert","90","New Zealand","                58.00"
"Dessert","90","Portugal","                28.40"
"Dessert","90","Slovenia","                60.00"
"Dessert","90","South Africa","                28.00"
"Dessert","90","Spain","                30.00"
"Dessert","90","US","                33.40"
"Dessert","91","Australia","                21.33"
"Dessert","91","Austria","                51.96"
"Dessert","91","Canada","                65.37"
"Dessert","91","Chile","                22.00"
"Dessert","91","Croatia","                50.00"
"Dessert","91","France","                44.20"
"Dessert","91","Germany","               118.10"
"Dessert","91","Greece","                49.00"
"Dessert","91","Hungary","                65.45"
"Dessert","91","Italy","                51.26"
"Dessert","91","New Zealand","                23.00"
"Dessert","91","Portugal","                40.00"
"Dessert","91","South Africa","                42.33"
"Dessert","91","Spain","                45.31"
"Dessert","91","US","                35.27"
"Dessert","92","Australia","                36.10"
"Dessert","92","Austria","                54.87"
"Dessert","92","Canada","                61.07"
"Dessert","92","Chile","                32.00"
"Dessert","92","France","                46.45"
"Dessert","92","Germany","               117.29"
"Dessert","92","Hungary","                79.60"
"Dessert","92","Italy","                52.24"
"Dessert","92","New Zealand","                26.50"
"Dessert","92","Portugal","                35.00"
"Dessert","92","South Africa","                44.00"
"Dessert","92","Spain","                52.10"
"Dessert","92","US","                37.65"
"Dessert","93","Australia","                86.00"
"Dessert","93","Austria","                49.58"
"Dessert","93","Canada","                62.57"
"Dessert","93","Chile","                39.50"
"Dessert","93","France","                53.61"
"Dessert","93","Germany","               167.46"
"Dessert","93","Hungary","                61.38"
"Dessert","93","Italy","                53.23"
"Dessert","93","New Zealand","                29.33"
"Dessert","93","Portugal","                50.00"
"Dessert","93","South Africa","                41.40"
"Dessert","93","Spain","                63.67"
"Dessert","93","US","                34.82"
"Dessert","94","Australia","                70.83"
"Dessert","94","Austria","                56.79"
"Dessert","94","Canada","                58.50"
"Dessert","94","Chile","                44.00"
"Dessert","94","France","                78.34"
"Dessert","94","Germany","               184.83"
"Dessert","94","Hungary","               222.20"
"Dessert","94","Italy","                72.32"
"Dessert","94","New Zealand","                25.00"
"Dessert","94","Portugal",NULL
"Dessert","94","South Africa","                50.00"
"Dessert","94","Spain","                35.00"
"Dessert","94","US","                39.16"
"Dessert","95","Australia","                96.67"
"Dessert","95","Austria","                67.95"
"Dessert","95","Canada","                60.00"
"Dessert","95","France","                76.41"
"Dessert","95","Germany","               282.89"
"Dessert","95","Hungary","               167.20"
"Dessert","95","Italy","                57.11"
"Dessert","95","South Africa","                63.50"
"Dessert","95","US","                52.24"
"Dessert","96","Austria","                69.29"
"Dessert","96","Canada","                60.00"
"Dessert","96","France","                83.54"
"Dessert","96","Germany","               250.56"
"Dessert","96","Hungary","               156.00"
"Dessert","96","Italy","                71.67"
"Dessert","96","US","                81.14"
"Dessert","97","Australia","               165.67"
"Dessert","97","Austria","                79.00"
"Dessert","97","France","               192.75"
"Dessert","97","Germany","               464.75"
"Dessert","97","Hungary","                80.00"
"Dessert","97","Italy","                75.00"
"Dessert","97","Spain","                88.00"
"Dessert","97","US","                57.50"
"Dessert","98","Australia","               249.00"
"Dessert","98","Austria","               101.60"
"Dessert","98","France","               135.00"
"Dessert","98","Germany","               775.00"
"Dessert","98","Portugal","               230.00"
"Dessert","98","US","                85.00"
"Dessert","99","Australia","               300.00"
"Dessert","99","Austria","               150.00"
"Dessert","99","France","               159.00"
"Dessert","99","Italy","               237.00"
"Dessert","100","Australia","               325.00"
"Dessert","100","Austria","                93.75"
"Dessert","100","Italy","               210.00"
